run_id,episode_id,query_idx,query_key,action_slot_start,query_state_phase,phase_coarse,phase_task,phase_source,phase_confidence
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,6,6,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0006_query0006,144,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,6,7,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0006_query0007,168,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,6,8,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0006_query0008,192,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,6,9,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0006_query0009,216,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,6,10,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0006_query0010,240,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,6,11,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0006_query0011,264,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,6,12,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0006_query0012,288,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,6,13,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0006_query0013,312,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,6,14,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0006_query0014,336,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,6,15,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0006_query0015,360,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,6,16,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0006_query0016,384,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,7,0,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0007_query0000,0,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,7,1,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0007_query0001,24,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,7,2,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0007_query0002,48,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,7,3,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0007_query0003,72,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,7,4,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0007_query0004,96,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,7,5,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0007_query0005,120,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,7,6,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0007_query0006,144,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,7,7,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0007_query0007,168,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,7,8,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0007_query0008,192,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,7,9,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0007_query0009,216,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,7,10,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0007_query0010,240,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,7,11,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0007_query0011,264,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,7,12,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0007_query0012,288,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,7,13,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0007_query0013,312,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,7,14,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0007_query0014,336,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,7,15,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0007_query0015,360,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,7,16,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0007_query0016,384,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,8,0,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0008_query0000,0,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,8,1,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0008_query0001,24,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,8,2,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0008_query0002,48,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,8,3,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0008_query0003,72,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,8,4,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0008_query0004,96,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,8,5,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0008_query0005,120,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,8,6,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0008_query0006,144,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,9,0,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0009_query0000,0,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,9,1,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0009_query0001,24,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,9,2,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0009_query0002,48,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,9,3,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0009_query0003,72,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,9,4,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0009_query0004,96,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,9,5,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0009_query0005,120,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,9,6,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0009_query0006,144,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,9,7,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0009_query0007,168,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,9,8,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0009_query0008,192,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,9,9,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0009_query0009,216,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,9,10,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0009_query0010,240,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,9,11,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0009_query0011,264,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,9,12,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0009_query0012,288,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,9,13,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0009_query0013,312,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,9,14,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0009_query0014,336,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,9,15,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0009_query0015,360,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,9,16,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0009_query0016,384,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,10,0,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0010_query0000,0,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,10,1,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0010_query0001,24,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,10,2,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0010_query0002,48,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,10,3,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0010_query0003,72,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,10,4,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0010_query0004,96,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,10,5,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0010_query0005,120,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,10,6,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0010_query0006,144,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,10,7,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0010_query0007,168,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,10,8,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0010_query0008,192,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,10,9,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0010_query0009,216,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,10,10,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0010_query0010,240,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,10,11,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0010_query0011,264,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,10,12,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0010_query0012,288,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,10,13,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0010_query0013,312,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,10,14,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0010_query0014,336,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,10,15,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0010_query0015,360,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,10,16,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0010_query0016,384,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,11,0,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0011_query0000,0,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,11,1,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0011_query0001,24,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,11,2,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0011_query0002,48,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,11,3,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0011_query0003,72,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,11,4,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0011_query0004,96,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,11,5,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0011_query0005,120,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,11,6,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0011_query0006,144,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,12,0,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0012_query0000,0,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,12,1,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0012_query0001,24,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,12,2,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0012_query0002,48,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,12,3,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0012_query0003,72,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,12,4,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0012_query0004,96,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,12,5,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0012_query0005,120,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,12,6,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0012_query0006,144,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,12,7,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0012_query0007,168,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,12,8,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0012_query0008,192,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,12,9,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0012_query0009,216,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,12,10,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0012_query0010,240,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,12,11,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0012_query0011,264,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,12,12,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0012_query0012,288,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,12,13,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0012_query0013,312,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,12,14,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0012_query0014,336,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,12,15,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0012_query0015,360,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,12,16,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0012_query0016,384,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,13,0,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0013_query0000,0,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,13,1,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0013_query0001,24,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,13,2,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0013_query0002,48,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,13,3,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0013_query0003,72,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,13,4,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0013_query0004,96,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,13,5,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0013_query0005,120,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,14,0,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0014_query0000,0,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,14,1,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0014_query0001,24,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,14,2,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0014_query0002,48,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,14,3,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0014_query0003,72,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,14,4,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0014_query0004,96,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,14,5,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0014_query0005,120,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,15,0,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0015_query0000,0,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,15,1,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0015_query0001,24,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,15,2,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0015_query0002,48,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,15,3,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0015_query0003,72,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,15,4,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0015_query0004,96,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,15,5,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0015_query0005,120,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,15,6,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0015_query0006,144,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,16,0,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0016_query0000,0,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,16,1,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0016_query0001,24,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,16,2,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0016_query0002,48,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,16,3,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0016_query0003,72,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,16,4,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0016_query0004,96,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,16,5,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0016_query0005,120,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,16,6,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0016_query0006,144,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,16,7,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0016_query0007,168,,,,,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,16,8,fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1::episode0016_query0008,192,,,,,
