tag,step,value,wall_time,time_cst
env/episode_len,36,200.0,1788488144.491483,2026-09-04T10:15:44.491483+08:00
env/episode_len,37,200.0,1788489467.9034214,2026-09-04T10:37:47.903421+08:00
env/episode_len,38,200.0,1788490798.5503283,2026-09-04T10:59:58.550328+08:00
env/episode_len,39,200.0,1788492159.152054,2026-09-04T11:22:39.152054+08:00
env/episode_len,40,200.0,1788493802.57763,2026-09-04T11:50:02.577630+08:00
env/episode_len,41,200.0,1788495109.8405688,2026-09-04T12:11:49.840569+08:00
env/episode_len,42,200.0,1788496409.7625391,2026-09-04T12:33:29.762539+08:00
env/episode_len,43,200.0,1788497820.4269488,2026-09-04T12:57:00.426949+08:00
env/episode_len,44,200.0,1788499324.8506744,2026-09-04T13:22:04.850674+08:00
env/episode_len,45,200.0,1788501032.6005654,2026-09-04T13:50:32.600565+08:00
env/episode_len,46,200.0,1788502435.1109726,2026-09-04T14:13:55.110973+08:00
env/episode_len,47,200.0,1788503871.095237,2026-09-04T14:37:51.095237+08:00
env/episode_len,48,200.0,1788505334.4586084,2026-09-04T15:02:14.458608+08:00
env/episode_len,49,200.0,1788506679.0236511,2026-09-04T15:24:39.023651+08:00
env/episode_len,50,200.0,1788508498.6544425,2026-09-04T15:54:58.654443+08:00
env/episode_len,51,200.0,1788509926.3290946,2026-09-04T16:18:46.329095+08:00
env/episode_len,52,200.0,1788511238.7879486,2026-09-04T16:40:38.787949+08:00
env/episode_len,53,200.0,1788512656.2008026,2026-09-04T17:04:16.200803+08:00
env/episode_len,54,200.0,1788514108.208307,2026-09-04T17:28:28.208307+08:00
env/episode_len,55,200.0,1788515936.3857555,2026-09-04T17:58:56.385756+08:00
env/episode_len,56,200.0,1788517303.989414,2026-09-04T18:21:43.989414+08:00
env/episode_len,57,200.0,1788518697.00883,2026-09-04T18:44:57.008830+08:00
env/episode_len,58,200.0,1788520030.4390533,2026-09-04T19:07:10.439053+08:00
env/episode_len,59,200.0,1788521493.2854488,2026-09-04T19:31:33.285449+08:00
env/episode_len,60,200.0,1788523288.4725163,2026-09-04T20:01:28.472516+08:00
env/episode_len,61,200.0,1788524723.018999,2026-09-04T20:25:23.018999+08:00
env/episode_len,62,200.0,1788526170.1745934,2026-09-04T20:49:30.174593+08:00
env/episode_len,63,200.0,1788527583.7368975,2026-09-04T21:13:03.736897+08:00
env/episode_len,64,200.0,1788529021.4837892,2026-09-04T21:37:01.483789+08:00
env/episode_len,65,200.0,1788530908.3416083,2026-09-04T22:08:28.341608+08:00
env/episode_len,66,200.0,1788532296.9526992,2026-09-04T22:31:36.952699+08:00
env/episode_len,67,200.0,1788533714.0083897,2026-09-04T22:55:14.008390+08:00
env/episode_len,68,200.0,1788535302.3881104,2026-09-04T23:21:42.388110+08:00
env/episode_len,69,200.0,1788536744.4938462,2026-09-04T23:45:44.493846+08:00
env/episode_len,70,200.0,1788538701.9189827,2026-09-05T00:18:21.918983+08:00
env/episode_len,71,200.0,1788540185.2088256,2026-09-05T00:43:05.208826+08:00
env/episode_len,72,200.0,1788541656.862202,2026-09-05T01:07:36.862202+08:00
env/episode_len,73,200.0,1788543170.9972682,2026-09-05T01:32:50.997268+08:00
env/episode_len,74,200.0,1788544662.9652731,2026-09-05T01:57:42.965273+08:00
env/episode_len,75,200.0,1788546605.4778671,2026-09-05T02:30:05.477867+08:00
env/episode_len,76,200.0,1788548135.4603925,2026-09-05T02:55:35.460392+08:00
env/episode_len,77,200.0,1788549610.930519,2026-09-05T03:20:10.930519+08:00
env/episode_len,78,200.0,1788551055.0778658,2026-09-05T03:44:15.077866+08:00
env/episode_len,79,200.0,1788552565.0232549,2026-09-05T04:09:25.023255+08:00
env/episode_len,80,200.0,1788554350.7552176,2026-09-05T04:39:10.755218+08:00
env/episode_len,81,200.0,1788555762.6240993,2026-09-05T05:02:42.624099+08:00
env/episode_len,82,200.0,1788557221.9151363,2026-09-05T05:27:01.915136+08:00
env/episode_len,83,200.0,1788558675.277664,2026-09-05T05:51:15.277664+08:00
env/episode_len,84,200.0,1788560133.827343,2026-09-05T06:15:33.827343+08:00
env/episode_len,85,200.0,1788561949.352955,2026-09-05T06:45:49.352955+08:00
env/episode_len,86,200.0,1788563397.8670216,2026-09-05T07:09:57.867022+08:00
env/episode_len,87,200.0,1788564949.6747983,2026-09-05T07:35:49.674798+08:00
env/episode_len,88,200.0,1788566412.5614512,2026-09-05T08:00:12.561451+08:00
env/episode_len,89,200.0,1788567884.0979447,2026-09-05T08:24:44.097945+08:00
env/episode_len,90,200.0,1788569768.4275904,2026-09-05T08:56:08.427590+08:00
env/episode_len,91,200.0,1788571160.0070517,2026-09-05T09:19:20.007052+08:00
env/episode_len,92,200.0,1788572610.1716554,2026-09-05T09:43:30.171655+08:00
env/episode_len,93,200.0,1788574017.303482,2026-09-05T10:06:57.303482+08:00
env/episode_len,94,200.0,1788575421.846252,2026-09-05T10:30:21.846252+08:00
env/episode_len,95,200.0,1788577139.1165054,2026-09-05T10:58:59.116505+08:00
env/episode_len,96,200.0,1788578589.1429052,2026-09-05T11:23:09.142905+08:00
env/episode_len,97,200.0,1788579835.1193962,2026-09-05T11:43:55.119396+08:00
env/episode_len,98,200.0,1788581147.082668,2026-09-05T12:05:47.082668+08:00
env/episode_len,99,200.0,1788582593.0794642,2026-09-05T12:29:53.079464+08:00
env/episode_len,100,200.0,1788584417.9841034,2026-09-05T13:00:17.984103+08:00
env/num_trajectories,1,256.0,1788439625.5860107,2026-09-03T20:47:05.586011+08:00
env/num_trajectories,2,256.0,1788440832.2811215,2026-09-03T21:07:12.281121+08:00
env/num_trajectories,3,256.0,1788442145.4297283,2026-09-03T21:29:05.429728+08:00
env/num_trajectories,4,256.0,1788443429.1178515,2026-09-03T21:50:29.117851+08:00
env/num_trajectories,5,256.0,1788445021.20938,2026-09-03T22:17:01.209380+08:00
env/num_trajectories,6,256.0,1788446416.3260632,2026-09-03T22:40:16.326063+08:00
env/num_trajectories,7,256.0,1788447698.7626934,2026-09-03T23:01:38.762693+08:00
env/num_trajectories,8,256.0,1788449015.9872713,2026-09-03T23:23:35.987271+08:00
env/num_trajectories,9,256.0,1788450382.4235654,2026-09-03T23:46:22.423565+08:00
env/num_trajectories,10,256.0,1788452085.077665,2026-09-04T00:14:45.077665+08:00
env/num_trajectories,11,256.0,1788453384.4804928,2026-09-04T00:36:24.480493+08:00
env/num_trajectories,12,256.0,1788454678.997017,2026-09-04T00:57:58.997017+08:00
env/num_trajectories,13,256.0,1788455979.9953208,2026-09-04T01:19:39.995321+08:00
env/num_trajectories,14,256.0,1788457331.8997936,2026-09-04T01:42:11.899794+08:00
env/num_trajectories,15,256.0,1788458887.3494966,2026-09-04T02:08:07.349497+08:00
env/num_trajectories,16,256.0,1788460170.5855181,2026-09-04T02:29:30.585518+08:00
env/num_trajectories,17,256.0,1788461464.5689304,2026-09-04T02:51:04.568930+08:00
env/num_trajectories,18,256.0,1788462778.1097522,2026-09-04T03:12:58.109752+08:00
env/num_trajectories,19,256.0,1788464101.718313,2026-09-04T03:35:01.718313+08:00
env/num_trajectories,20,256.0,1788465752.0049825,2026-09-04T04:02:32.004982+08:00
env/num_trajectories,21,256.0,1788467007.6482866,2026-09-04T04:23:27.648287+08:00
env/num_trajectories,22,256.0,1788468335.555522,2026-09-04T04:45:35.555522+08:00
env/num_trajectories,23,256.0,1788469691.9153776,2026-09-04T05:08:11.915378+08:00
env/num_trajectories,24,256.0,1788470993.744466,2026-09-04T05:29:53.744466+08:00
env/num_trajectories,25,256.0,1788472610.6572921,2026-09-04T05:56:50.657292+08:00
env/num_trajectories,26,256.0,1788473990.679568,2026-09-04T06:19:50.679568+08:00
env/num_trajectories,27,256.0,1788475275.540563,2026-09-04T06:41:15.540563+08:00
env/num_trajectories,28,256.0,1788476629.7560802,2026-09-04T07:03:49.756080+08:00
env/num_trajectories,29,256.0,1788478033.5919013,2026-09-04T07:27:13.591901+08:00
env/num_trajectories,30,256.0,1788479720.3695042,2026-09-04T07:55:20.369504+08:00
env/num_trajectories,31,256.0,1788481020.8917274,2026-09-04T08:17:00.891727+08:00
env/num_trajectories,32,256.0,1788482366.4026859,2026-09-04T08:39:26.402686+08:00
env/num_trajectories,33,256.0,1788483730.4866152,2026-09-04T09:02:10.486615+08:00
env/num_trajectories,34,256.0,1788485120.4010453,2026-09-04T09:25:20.401045+08:00
env/num_trajectories,35,256.0,1788486797.9440918,2026-09-04T09:53:17.944092+08:00
env/num_trajectories,36,256.0,1788488144.4915273,2026-09-04T10:15:44.491527+08:00
env/num_trajectories,37,256.0,1788489467.9034777,2026-09-04T10:37:47.903478+08:00
env/num_trajectories,38,256.0,1788490798.5503557,2026-09-04T10:59:58.550356+08:00
env/num_trajectories,39,256.0,1788492159.1520991,2026-09-04T11:22:39.152099+08:00
env/num_trajectories,40,256.0,1788493802.5777097,2026-09-04T11:50:02.577710+08:00
env/num_trajectories,41,256.0,1788495109.8406136,2026-09-04T12:11:49.840614+08:00
env/num_trajectories,42,256.0,1788496409.7625937,2026-09-04T12:33:29.762594+08:00
env/num_trajectories,43,256.0,1788497820.4270082,2026-09-04T12:57:00.427008+08:00
env/num_trajectories,44,256.0,1788499324.8507159,2026-09-04T13:22:04.850716+08:00
env/num_trajectories,45,256.0,1788501032.6006234,2026-09-04T13:50:32.600623+08:00
env/num_trajectories,46,256.0,1788502435.1110153,2026-09-04T14:13:55.111015+08:00
env/num_trajectories,47,256.0,1788503871.0952752,2026-09-04T14:37:51.095275+08:00
env/num_trajectories,48,256.0,1788505334.4586523,2026-09-04T15:02:14.458652+08:00
env/num_trajectories,49,256.0,1788506679.0237212,2026-09-04T15:24:39.023721+08:00
env/num_trajectories,50,256.0,1788508498.654464,2026-09-04T15:54:58.654464+08:00
env/num_trajectories,51,256.0,1788509926.3291585,2026-09-04T16:18:46.329159+08:00
env/num_trajectories,52,256.0,1788511238.7879817,2026-09-04T16:40:38.787982+08:00
env/num_trajectories,53,256.0,1788512656.2008595,2026-09-04T17:04:16.200860+08:00
env/num_trajectories,54,256.0,1788514108.2083461,2026-09-04T17:28:28.208346+08:00
env/num_trajectories,55,256.0,1788515936.3858156,2026-09-04T17:58:56.385816+08:00
env/num_trajectories,56,256.0,1788517303.9894507,2026-09-04T18:21:43.989451+08:00
env/num_trajectories,57,256.0,1788518697.0088706,2026-09-04T18:44:57.008871+08:00
env/num_trajectories,58,256.0,1788520030.4391031,2026-09-04T19:07:10.439103+08:00
env/num_trajectories,59,256.0,1788521493.285481,2026-09-04T19:31:33.285481+08:00
env/num_trajectories,60,256.0,1788523288.4725366,2026-09-04T20:01:28.472537+08:00
env/num_trajectories,61,256.0,1788524723.0190325,2026-09-04T20:25:23.019032+08:00
env/num_trajectories,62,256.0,1788526170.174625,2026-09-04T20:49:30.174625+08:00
env/num_trajectories,63,256.0,1788527583.7369418,2026-09-04T21:13:03.736942+08:00
env/num_trajectories,64,256.0,1788529021.483829,2026-09-04T21:37:01.483829+08:00
env/num_trajectories,65,256.0,1788530908.3416402,2026-09-04T22:08:28.341640+08:00
env/num_trajectories,66,256.0,1788532296.9527347,2026-09-04T22:31:36.952735+08:00
env/num_trajectories,67,256.0,1788533714.0084345,2026-09-04T22:55:14.008435+08:00
env/num_trajectories,68,256.0,1788535302.3881497,2026-09-04T23:21:42.388150+08:00
env/num_trajectories,69,256.0,1788536744.4938843,2026-09-04T23:45:44.493884+08:00
env/num_trajectories,70,256.0,1788538701.9190106,2026-09-05T00:18:21.919011+08:00
env/num_trajectories,71,256.0,1788540185.2088668,2026-09-05T00:43:05.208867+08:00
env/num_trajectories,72,256.0,1788541656.862236,2026-09-05T01:07:36.862236+08:00
env/num_trajectories,73,256.0,1788543170.9973333,2026-09-05T01:32:50.997333+08:00
env/num_trajectories,74,256.0,1788544662.9653077,2026-09-05T01:57:42.965308+08:00
env/num_trajectories,75,256.0,1788546605.4779084,2026-09-05T02:30:05.477908+08:00
env/num_trajectories,76,256.0,1788548135.4604356,2026-09-05T02:55:35.460436+08:00
env/num_trajectories,77,256.0,1788549610.9305642,2026-09-05T03:20:10.930564+08:00
env/num_trajectories,78,256.0,1788551055.077907,2026-09-05T03:44:15.077907+08:00
env/num_trajectories,79,256.0,1788552565.0232947,2026-09-05T04:09:25.023295+08:00
env/num_trajectories,80,256.0,1788554350.755243,2026-09-05T04:39:10.755243+08:00
env/num_trajectories,81,256.0,1788555762.6241598,2026-09-05T05:02:42.624160+08:00
env/num_trajectories,82,256.0,1788557221.9151902,2026-09-05T05:27:01.915190+08:00
env/num_trajectories,83,256.0,1788558675.2777033,2026-09-05T05:51:15.277703+08:00
env/num_trajectories,84,256.0,1788560133.8273776,2026-09-05T06:15:33.827378+08:00
env/num_trajectories,85,256.0,1788561949.35299,2026-09-05T06:45:49.352990+08:00
env/num_trajectories,86,256.0,1788563397.8670554,2026-09-05T07:09:57.867055+08:00
env/num_trajectories,87,256.0,1788564949.6748307,2026-09-05T07:35:49.674831+08:00
env/num_trajectories,88,256.0,1788566412.5614896,2026-09-05T08:00:12.561490+08:00
env/num_trajectories,89,256.0,1788567884.0979898,2026-09-05T08:24:44.097990+08:00
env/num_trajectories,90,256.0,1788569768.427616,2026-09-05T08:56:08.427616+08:00
env/num_trajectories,91,256.0,1788571160.0070844,2026-09-05T09:19:20.007084+08:00
env/num_trajectories,92,256.0,1788572610.1716907,2026-09-05T09:43:30.171691+08:00
env/num_trajectories,93,256.0,1788574017.3035254,2026-09-05T10:06:57.303525+08:00
env/num_trajectories,94,256.0,1788575421.846285,2026-09-05T10:30:21.846285+08:00
env/num_trajectories,95,256.0,1788577139.116542,2026-09-05T10:58:59.116542+08:00
env/num_trajectories,96,256.0,1788578589.142949,2026-09-05T11:23:09.142949+08:00
env/num_trajectories,97,256.0,1788579835.119489,2026-09-05T11:43:55.119489+08:00
env/num_trajectories,98,256.0,1788581147.0827127,2026-09-05T12:05:47.082713+08:00
env/num_trajectories,99,256.0,1788582593.0794857,2026-09-05T12:29:53.079486+08:00
env/num_trajectories,100,256.0,1788584417.984128,2026-09-05T13:00:17.984128+08:00
env/return,1,0.32421875,1788439625.5859766,2026-09-03T20:47:05.585977+08:00
env/return,2,0.33984375,1788440832.28108,2026-09-03T21:07:12.281080+08:00
env/return,3,0.3984375,1788442145.429707,2026-09-03T21:29:05.429707+08:00
env/return,4,0.4453125,1788443429.117814,2026-09-03T21:50:29.117814+08:00
env/return,5,0.45703125,1788445021.209333,2026-09-03T22:17:01.209333+08:00
env/return,6,0.453125,1788446416.326026,2026-09-03T22:40:16.326026+08:00
env/return,7,0.54296875,1788447698.7626595,2026-09-03T23:01:38.762660+08:00
env/return,8,0.4140625,1788449015.9872322,2026-09-03T23:23:35.987232+08:00
env/return,9,0.40234375,1788450382.423534,2026-09-03T23:46:22.423534+08:00
env/return,10,0.390625,1788452085.0776348,2026-09-04T00:14:45.077635+08:00
env/return,11,0.46875,1788453384.4804566,2026-09-04T00:36:24.480457+08:00
env/return,12,0.42578125,1788454678.9969778,2026-09-04T00:57:58.996978+08:00
env/return,13,0.4609375,1788455979.9952867,2026-09-04T01:19:39.995287+08:00
env/return,14,0.4609375,1788457331.8997545,2026-09-04T01:42:11.899755+08:00
env/return,15,0.5859375,1788458887.349456,2026-09-04T02:08:07.349456+08:00
env/return,16,0.52734375,1788460170.5854769,2026-09-04T02:29:30.585477+08:00
env/return,17,0.48828125,1788461464.5688922,2026-09-04T02:51:04.568892+08:00
env/return,18,0.484375,1788462778.109715,2026-09-04T03:12:58.109715+08:00
env/return,19,0.52734375,1788464101.718257,2026-09-04T03:35:01.718257+08:00
env/return,20,0.51171875,1788465752.0049667,2026-09-04T04:02:32.004967+08:00
env/return,21,0.5859375,1788467007.6482253,2026-09-04T04:23:27.648225+08:00
env/return,22,0.4453125,1788468335.5554767,2026-09-04T04:45:35.555477+08:00
env/return,23,0.5546875,1788469691.915339,2026-09-04T05:08:11.915339+08:00
env/return,24,0.578125,1788470993.7444265,2026-09-04T05:29:53.744426+08:00
env/return,25,0.48046875,1788472610.6572547,2026-09-04T05:56:50.657255+08:00
env/return,26,0.5703125,1788473990.6794822,2026-09-04T06:19:50.679482+08:00
env/return,27,0.6171875,1788475275.5405278,2026-09-04T06:41:15.540528+08:00
env/return,28,0.48046875,1788476629.756046,2026-09-04T07:03:49.756046+08:00
env/return,29,0.59765625,1788478033.5918658,2026-09-04T07:27:13.591866+08:00
env/return,30,0.51953125,1788479720.369478,2026-09-04T07:55:20.369478+08:00
env/return,31,0.62890625,1788481020.8916898,2026-09-04T08:17:00.891690+08:00
env/return,32,0.6015625,1788482366.4026015,2026-09-04T08:39:26.402601+08:00
env/return,33,0.5546875,1788483730.486579,2026-09-04T09:02:10.486579+08:00
env/return,34,0.52734375,1788485120.4010077,2026-09-04T09:25:20.401008+08:00
env/return,35,0.5625,1788486797.9440517,2026-09-04T09:53:17.944052+08:00
env/return,36,0.56640625,1788488144.4914887,2026-09-04T10:15:44.491489+08:00
env/return,37,0.60546875,1788489467.9034305,2026-09-04T10:37:47.903430+08:00
env/return,38,0.53125,1788490798.5503347,2026-09-04T10:59:58.550335+08:00
env/return,39,0.484375,1788492159.1520605,2026-09-04T11:22:39.152061+08:00
env/return,40,0.47265625,1788493802.5776486,2026-09-04T11:50:02.577649+08:00
env/return,41,0.58984375,1788495109.8405755,2026-09-04T12:11:49.840575+08:00
env/return,42,0.52734375,1788496409.7625484,2026-09-04T12:33:29.762548+08:00
env/return,43,0.515625,1788497820.426959,2026-09-04T12:57:00.426959+08:00
env/return,44,0.55859375,1788499324.8506813,2026-09-04T13:22:04.850681+08:00
env/return,45,0.5703125,1788501032.6005862,2026-09-04T13:50:32.600586+08:00
env/return,46,0.6015625,1788502435.1109788,2026-09-04T14:13:55.110979+08:00
env/return,47,0.58203125,1788503871.095243,2026-09-04T14:37:51.095243+08:00
env/return,48,0.58984375,1788505334.4586143,2026-09-04T15:02:14.458614+08:00
env/return,49,0.5546875,1788506679.023672,2026-09-04T15:24:39.023672+08:00
env/return,50,0.6328125,1788508498.654448,2026-09-04T15:54:58.654448+08:00
env/return,51,0.59375,1788509926.329108,2026-09-04T16:18:46.329108+08:00
env/return,52,0.59765625,1788511238.787955,2026-09-04T16:40:38.787955+08:00
env/return,53,0.56640625,1788512656.200814,2026-09-04T17:04:16.200814+08:00
env/return,54,0.5703125,1788514108.2083127,2026-09-04T17:28:28.208313+08:00
env/return,55,0.66796875,1788515936.3857737,2026-09-04T17:58:56.385774+08:00
env/return,56,0.64453125,1788517303.9894216,2026-09-04T18:21:43.989422+08:00
env/return,57,0.59375,1788518697.0088372,2026-09-04T18:44:57.008837+08:00
env/return,58,0.6171875,1788520030.439061,2026-09-04T19:07:10.439061+08:00
env/return,59,0.58203125,1788521493.2854543,2026-09-04T19:31:33.285454+08:00
env/return,60,0.60546875,1788523288.4725218,2026-09-04T20:01:28.472522+08:00
env/return,61,0.578125,1788524723.0190053,2026-09-04T20:25:23.019005+08:00
env/return,62,0.66015625,1788526170.1745996,2026-09-04T20:49:30.174600+08:00
env/return,63,0.69140625,1788527583.7369037,2026-09-04T21:13:03.736904+08:00
env/return,64,0.68359375,1788529021.4837956,2026-09-04T21:37:01.483796+08:00
env/return,65,0.59375,1788530908.341618,2026-09-04T22:08:28.341618+08:00
env/return,66,0.6484375,1788532296.9527063,2026-09-04T22:31:36.952706+08:00
env/return,67,0.6171875,1788533714.0083954,2026-09-04T22:55:14.008395+08:00
env/return,68,0.66015625,1788535302.3881166,2026-09-04T23:21:42.388117+08:00
env/return,69,0.6953125,1788536744.4938533,2026-09-04T23:45:44.493853+08:00
env/return,70,0.57421875,1788538701.9189913,2026-09-05T00:18:21.918991+08:00
env/return,71,0.63671875,1788540185.208832,2026-09-05T00:43:05.208832+08:00
env/return,72,0.5625,1788541656.862208,2026-09-05T01:07:36.862208+08:00
env/return,73,0.6171875,1788543170.9972787,2026-09-05T01:32:50.997279+08:00
env/return,74,0.5546875,1788544662.9652786,2026-09-05T01:57:42.965279+08:00
env/return,75,0.59375,1788546605.47788,2026-09-05T02:30:05.477880+08:00
env/return,76,0.6640625,1788548135.4603994,2026-09-05T02:55:35.460399+08:00
env/return,77,0.69140625,1788549610.9305284,2026-09-05T03:20:10.930528+08:00
env/return,78,0.65625,1788551055.0778732,2026-09-05T03:44:15.077873+08:00
env/return,79,0.66796875,1788552565.023261,2026-09-05T04:09:25.023261+08:00
env/return,80,0.6328125,1788554350.755225,2026-09-05T04:39:10.755225+08:00
env/return,81,0.61328125,1788555762.6241179,2026-09-05T05:02:42.624118+08:00
env/return,82,0.67578125,1788557221.9151454,2026-09-05T05:27:01.915145+08:00
env/return,83,0.64453125,1788558675.2776716,2026-09-05T05:51:15.277672+08:00
env/return,84,0.546875,1788560133.8273497,2026-09-05T06:15:33.827350+08:00
env/return,85,0.55078125,1788561949.3529654,2026-09-05T06:45:49.352965+08:00
env/return,86,0.73828125,1788563397.8670278,2026-09-05T07:09:57.867028+08:00
env/return,87,0.64453125,1788564949.6748042,2026-09-05T07:35:49.674804+08:00
env/return,88,0.5625,1788566412.5614572,2026-09-05T08:00:12.561457+08:00
env/return,89,0.63671875,1788567884.0979543,2026-09-05T08:24:44.097954+08:00
env/return,90,0.703125,1788569768.427598,2026-09-05T08:56:08.427598+08:00
env/return,91,0.64453125,1788571160.0070577,2026-09-05T09:19:20.007058+08:00
env/return,92,0.65234375,1788572610.1716626,2026-09-05T09:43:30.171663+08:00
env/return,93,0.6953125,1788574017.303489,2026-09-05T10:06:57.303489+08:00
env/return,94,0.73046875,1788575421.8462584,2026-09-05T10:30:21.846258+08:00
env/return,95,0.734375,1788577139.116516,2026-09-05T10:58:59.116516+08:00
env/return,96,0.65234375,1788578589.142914,2026-09-05T11:23:09.142914+08:00
env/return,97,0.65625,1788579835.1194167,2026-09-05T11:43:55.119417+08:00
env/return,98,0.6328125,1788581147.082677,2026-09-05T12:05:47.082677+08:00
env/return,99,0.6484375,1788582593.0794704,2026-09-05T12:29:53.079470+08:00
env/return,100,0.64453125,1788584417.98411,2026-09-05T13:00:17.984110+08:00
env/reward,1,0.0016210938338190317,1788439625.5859523,2026-09-03T20:47:05.585952+08:00
env/reward,2,0.0016992187593132257,1788440832.2810647,2026-09-03T21:07:12.281065+08:00
env/reward,3,0.001992187462747097,1788442145.4296904,2026-09-03T21:29:05.429690+08:00
env/reward,4,0.0022265624720603228,1788443429.117798,2026-09-03T21:50:29.117798+08:00
env/reward,5,0.0022851561661809683,1788445021.209286,2026-09-03T22:17:01.209286+08:00
env/reward,6,0.0022656249348074198,1788446416.3260107,2026-09-03T22:40:16.326011+08:00
env/reward,7,0.002714843489229679,1788447698.7626374,2026-09-03T23:01:38.762637+08:00
env/reward,8,0.002070312388241291,1788449015.9872181,2026-09-03T23:23:35.987218+08:00
env/reward,9,0.0020117186941206455,1788450382.42352,2026-09-03T23:46:22.423520+08:00
env/reward,10,0.001953125,1788452085.077617,2026-09-04T00:14:45.077617+08:00
env/reward,11,0.002343749860301614,1788453384.4804418,2026-09-04T00:36:24.480442+08:00
env/reward,12,0.0021289060823619366,1788454678.996963,2026-09-04T00:57:58.996963+08:00
env/reward,13,0.002304687397554517,1788455979.9952683,2026-09-04T01:19:39.995268+08:00
env/reward,14,0.002304687397554517,1788457331.89974,2026-09-04T01:42:11.899740+08:00
env/reward,15,0.0029296870343387127,1788458887.349409,2026-09-04T02:08:07.349409+08:00
env/reward,16,0.002636718563735485,1788460170.5854578,2026-09-04T02:29:30.585458+08:00
env/reward,17,0.0024414057843387127,1788461464.5688758,2026-09-04T02:51:04.568876+08:00
env/reward,18,0.002421874785795808,1788462778.1096995,2026-09-04T03:12:58.109699+08:00
env/reward,19,0.002636718563735485,1788464101.7182267,2026-09-04T03:35:01.718227+08:00
env/reward,20,0.0025585934054106474,1788465752.0049505,2026-09-04T04:02:32.004951+08:00
env/reward,21,0.0029296875,1788467007.648211,2026-09-04T04:23:27.648211+08:00
env/reward,22,0.0022265624720603228,1788468335.5554562,2026-09-04T04:45:35.555456+08:00
env/reward,23,0.0027734371833503246,1788469691.9153235,2026-09-04T05:08:11.915323+08:00
env/reward,24,0.002890625037252903,1788470993.7444112,2026-09-04T05:29:53.744411+08:00
env/reward,25,0.0024023435544222593,1788472610.6572082,2026-09-04T05:56:50.657208+08:00
env/reward,26,0.0028515621088445187,1788473990.6794236,2026-09-04T06:19:50.679424+08:00
env/reward,27,0.003085937350988388,1788475275.540511,2026-09-04T06:41:15.540511+08:00
env/reward,28,0.0024023433215916157,1788476629.756026,2026-09-04T07:03:49.756026+08:00
env/reward,29,0.002988280961290002,1788478033.591852,2026-09-04T07:27:13.591852+08:00
env/reward,30,0.002597656100988388,1788479720.36946,2026-09-04T07:55:20.369460+08:00
