array_row,trace_rank,trace_row,query_uid,episode_idx,query_idx,action_slot_start,reset_id,success,success_before,source_env_rank,local_env_slot,head_image_relpath,left_wrist_image_relpath,right_wrist_image_relpath,V_total_L2,log10_V_total_L2,V_total_L3,log10_V_total_L3,V_total_L4,log10_V_total_L4
34,1,2,ep000010_q000_reset100100008,10,0,0,100100008,True,False,1,2,query_images/rollout_rank01/ep000010_q000_reset100100008__head.png,query_images/rollout_rank01/ep000010_q000_reset100100008__left_wrist.png,query_images/rollout_rank01/ep000010_q000_reset100100008__right_wrist.png,0.12785405,-0.8932855,0.5377021,-0.2694583,1.7106053,0.23314981
42,1,10,ep000010_q001_reset100100008,10,1,50,100100008,True,False,1,2,query_images/rollout_rank01/ep000010_q001_reset100100008__head.png,query_images/rollout_rank01/ep000010_q001_reset100100008__left_wrist.png,query_images/rollout_rank01/ep000010_q001_reset100100008__right_wrist.png,0.17102486,-0.7669408,0.8872883,-0.05193526,2.6359046,0.4209297
50,1,18,ep000010_q002_reset100100008,10,2,100,100100008,True,False,1,2,query_images/rollout_rank01/ep000010_q002_reset100100008__head.png,query_images/rollout_rank01/ep000010_q002_reset100100008__left_wrist.png,query_images/rollout_rank01/ep000010_q002_reset100100008__right_wrist.png,0.13352688,-0.8744313,0.41080093,-0.3863686,1.1369613,0.0557457
58,1,26,ep000010_q003_reset100100008,10,3,150,100100008,True,True,1,2,query_images/rollout_rank01/ep000010_q003_reset100100008__head.png,query_images/rollout_rank01/ep000010_q003_reset100100008__left_wrist.png,query_images/rollout_rank01/ep000010_q003_reset100100008__right_wrist.png,0.16977085,-0.7701369,0.50145686,-0.29976645,1.3689814,0.13639754
35,1,3,ep000011_q000_reset100100092,11,0,0,100100092,True,False,1,3,query_images/rollout_rank01/ep000011_q000_reset100100092__head.png,query_images/rollout_rank01/ep000011_q000_reset100100092__left_wrist.png,query_images/rollout_rank01/ep000011_q000_reset100100092__right_wrist.png,0.16999307,-0.7695688,0.5677261,-0.24586117,3.7300944,0.5717198
43,1,11,ep000011_q001_reset100100092,11,1,50,100100092,True,False,1,3,query_images/rollout_rank01/ep000011_q001_reset100100092__head.png,query_images/rollout_rank01/ep000011_q001_reset100100092__left_wrist.png,query_images/rollout_rank01/ep000011_q001_reset100100092__right_wrist.png,0.19813411,-0.7030408,1.1370897,0.055794735,5.646668,0.7517923
51,1,19,ep000011_q002_reset100100092,11,2,100,100100092,True,False,1,3,query_images/rollout_rank01/ep000011_q002_reset100100092__head.png,query_images/rollout_rank01/ep000011_q002_reset100100092__left_wrist.png,query_images/rollout_rank01/ep000011_q002_reset100100092__right_wrist.png,0.1762757,-0.75380754,0.6108532,-0.21406317,4.0967174,0.61243606
59,1,27,ep000011_q003_reset100100092,11,3,150,100100092,True,True,1,3,query_images/rollout_rank01/ep000011_q003_reset100100092__head.png,query_images/rollout_rank01/ep000011_q003_reset100100092__left_wrist.png,query_images/rollout_rank01/ep000011_q003_reset100100092__right_wrist.png,0.10625219,-0.9736621,0.34079033,-0.46751276,1.361232,0.13393217
36,1,4,ep000012_q000_reset100100133,12,0,0,100100133,True,False,1,4,query_images/rollout_rank01/ep000012_q000_reset100100133__head.png,query_images/rollout_rank01/ep000012_q000_reset100100133__left_wrist.png,query_images/rollout_rank01/ep000012_q000_reset100100133__right_wrist.png,0.23943405,-0.62081414,0.87043005,-0.060266122,4.8418016,0.68500704
44,1,12,ep000012_q001_reset100100133,12,1,50,100100133,True,False,1,4,query_images/rollout_rank01/ep000012_q001_reset100100133__head.png,query_images/rollout_rank01/ep000012_q001_reset100100133__left_wrist.png,query_images/rollout_rank01/ep000012_q001_reset100100133__right_wrist.png,0.100132436,-0.99942523,0.41212326,-0.38497287,1.7668036,0.2471883
52,1,20,ep000012_q002_reset100100133,12,2,100,100100133,True,False,1,4,query_images/rollout_rank01/ep000012_q002_reset100100133__head.png,query_images/rollout_rank01/ep000012_q002_reset100100133__left_wrist.png,query_images/rollout_rank01/ep000012_q002_reset100100133__right_wrist.png,0.18267764,-0.7383146,0.66880107,-0.17470305,1.7541162,0.24405837
60,1,28,ep000012_q003_reset100100133,12,3,150,100100133,True,True,1,4,query_images/rollout_rank01/ep000012_q003_reset100100133__head.png,query_images/rollout_rank01/ep000012_q003_reset100100133__left_wrist.png,query_images/rollout_rank01/ep000012_q003_reset100100133__right_wrist.png,0.1003144,-0.9986367,0.30808756,-0.5113259,1.3009129,0.11424821
37,1,5,ep000013_q000_reset100100157,13,0,0,100100157,True,False,1,5,query_images/rollout_rank01/ep000013_q000_reset100100157__head.png,query_images/rollout_rank01/ep000013_q000_reset100100157__left_wrist.png,query_images/rollout_rank01/ep000013_q000_reset100100157__right_wrist.png,0.17031203,-0.76875466,0.7749298,-0.11073763,3.6925826,0.56733024
45,1,13,ep000013_q001_reset100100157,13,1,50,100100157,True,False,1,5,query_images/rollout_rank01/ep000013_q001_reset100100157__head.png,query_images/rollout_rank01/ep000013_q001_reset100100157__left_wrist.png,query_images/rollout_rank01/ep000013_q001_reset100100157__right_wrist.png,0.36740175,-0.4348588,0.81437534,-0.08917539,4.0145993,0.6036422
53,1,21,ep000013_q002_reset100100157,13,2,100,100100157,True,False,1,5,query_images/rollout_rank01/ep000013_q002_reset100100157__head.png,query_images/rollout_rank01/ep000013_q002_reset100100157__left_wrist.png,query_images/rollout_rank01/ep000013_q002_reset100100157__right_wrist.png,0.10377711,-0.98389846,0.38175982,-0.4182098,1.3299309,0.12382908
61,1,29,ep000013_q003_reset100100157,13,3,150,100100157,True,True,1,5,query_images/rollout_rank01/ep000013_q003_reset100100157__head.png,query_images/rollout_rank01/ep000013_q003_reset100100157__left_wrist.png,query_images/rollout_rank01/ep000013_q003_reset100100157__right_wrist.png,0.07242924,-1.1400862,0.24424814,-0.6121688,1.1827822,0.07290477
38,1,6,ep000014_q000_reset100100152,14,0,0,100100152,True,False,1,6,query_images/rollout_rank01/ep000014_q000_reset100100152__head.png,query_images/rollout_rank01/ep000014_q000_reset100100152__left_wrist.png,query_images/rollout_rank01/ep000014_q000_reset100100152__right_wrist.png,0.24745296,-0.60650736,0.93271524,-0.03025093,6.9868584,0.844282
46,1,14,ep000014_q001_reset100100152,14,1,50,100100152,True,False,1,6,query_images/rollout_rank01/ep000014_q001_reset100100152__head.png,query_images/rollout_rank01/ep000014_q001_reset100100152__left_wrist.png,query_images/rollout_rank01/ep000014_q001_reset100100152__right_wrist.png,0.26587105,-0.575329,1.0367973,0.01569385,6.515021,0.81391585
54,1,22,ep000014_q002_reset100100152,14,2,100,100100152,True,False,1,6,query_images/rollout_rank01/ep000014_q002_reset100100152__head.png,query_images/rollout_rank01/ep000014_q002_reset100100152__left_wrist.png,query_images/rollout_rank01/ep000014_q002_reset100100152__right_wrist.png,0.1263962,-0.898266,0.39296016,-0.40565148,1.1134946,0.04668813
62,1,30,ep000014_q003_reset100100152,14,3,150,100100152,True,True,1,6,query_images/rollout_rank01/ep000014_q003_reset100100152__head.png,query_images/rollout_rank01/ep000014_q003_reset100100152__left_wrist.png,query_images/rollout_rank01/ep000014_q003_reset100100152__right_wrist.png,0.06592272,-1.180965,0.2494766,-0.60297024,1.2134259,0.08401325
39,1,7,ep000015_q000_reset100100073,15,0,0,100100073,True,False,1,7,query_images/rollout_rank01/ep000015_q000_reset100100073__head.png,query_images/rollout_rank01/ep000015_q000_reset100100073__left_wrist.png,query_images/rollout_rank01/ep000015_q000_reset100100073__right_wrist.png,0.17549193,-0.75574285,0.6916358,-0.16012256,1.7297583,0.23798543
47,1,15,ep000015_q001_reset100100073,15,1,50,100100073,True,False,1,7,query_images/rollout_rank01/ep000015_q001_reset100100073__head.png,query_images/rollout_rank01/ep000015_q001_reset100100073__left_wrist.png,query_images/rollout_rank01/ep000015_q001_reset100100073__right_wrist.png,0.2567194,-0.5905413,0.9749318,-0.011025775,2.3127,0.36411932
55,1,23,ep000015_q002_reset100100073,15,2,100,100100073,True,False,1,7,query_images/rollout_rank01/ep000015_q002_reset100100073__head.png,query_images/rollout_rank01/ep000015_q002_reset100100073__left_wrist.png,query_images/rollout_rank01/ep000015_q002_reset100100073__right_wrist.png,0.11366541,-0.9443717,0.48065817,-0.3181637,2.00948,0.3030837
63,1,31,ep000015_q003_reset100100073,15,3,150,100100073,True,True,1,7,query_images/rollout_rank01/ep000015_q003_reset100100073__head.png,query_images/rollout_rank01/ep000015_q003_reset100100073__left_wrist.png,query_images/rollout_rank01/ep000015_q003_reset100100073__right_wrist.png,0.13817494,-0.85957074,0.39597052,-0.40233716,1.191237,0.075998165
