run_id,policy,task,instruction,episode_id,reset_id,query_idx,query_start_action_slot,query_end_action_slot_exclusive,planned_exec_length,executed_length,success_before,success_after,trace_path,head_image_path,left_image_path,right_image_path,video_query_index,video_frame_start,video_frame_end_exclusive,terminal_success_video_frame
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Use the right arm to grab the bottle with red screw cap upright,3,2,2,48,72,24,24,False,False,traces/episode0003_query0002.npz,query_images/episode0003_query0002_head.png,query_images/episode0003_query0002_left.png,query_images/episode0003_query0002_right.png,2,48,72,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Use the right arm to grab the bottle with red screw cap upright,3,2,3,72,96,24,24,False,False,traces/episode0003_query0003.npz,query_images/episode0003_query0003_head.png,query_images/episode0003_query0003_left.png,query_images/episode0003_query0003_right.png,3,72,96,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Use the right arm to grab the bottle with red screw cap upright,3,2,4,96,120,24,24,False,True,traces/episode0003_query0004.npz,query_images/episode0003_query0004_head.png,query_images/episode0003_query0004_left.png,query_images/episode0003_query0004_right.png,4,96,120,120
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Grab the bottle with red screw cap from the table with the left arm,4,3,0,0,24,24,24,False,False,traces/episode0004_query0000.npz,query_images/episode0004_query0000_head.png,query_images/episode0004_query0000_left.png,query_images/episode0004_query0000_right.png,0,0,24,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Grab the bottle with red screw cap from the table with the left arm,4,3,1,24,48,24,24,False,False,traces/episode0004_query0001.npz,query_images/episode0004_query0001_head.png,query_images/episode0004_query0001_left.png,query_images/episode0004_query0001_right.png,1,24,48,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Grab the bottle with red screw cap from the table with the left arm,4,3,2,48,72,24,24,False,False,traces/episode0004_query0002.npz,query_images/episode0004_query0002_head.png,query_images/episode0004_query0002_left.png,query_images/episode0004_query0002_right.png,2,48,72,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Grab the bottle with red screw cap from the table with the left arm,4,3,3,72,96,24,24,False,False,traces/episode0004_query0003.npz,query_images/episode0004_query0003_head.png,query_images/episode0004_query0003_left.png,query_images/episode0004_query0003_right.png,3,72,96,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Grab the bottle with red screw cap from the table with the left arm,4,3,4,96,116,24,20,False,True,traces/episode0004_query0004.npz,query_images/episode0004_query0004_head.png,query_images/episode0004_query0004_left.png,query_images/episode0004_query0004_right.png,4,96,116,116
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Pick up the bottle with red screw cap using the right arm in an upright position,5,4,0,0,24,24,24,False,False,traces/episode0005_query0000.npz,query_images/episode0005_query0000_head.png,query_images/episode0005_query0000_left.png,query_images/episode0005_query0000_right.png,0,0,24,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Pick up the bottle with red screw cap using the right arm in an upright position,5,4,1,24,48,24,24,False,False,traces/episode0005_query0001.npz,query_images/episode0005_query0001_head.png,query_images/episode0005_query0001_left.png,query_images/episode0005_query0001_right.png,1,24,48,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Pick up the bottle with red screw cap using the right arm in an upright position,5,4,2,48,72,24,24,False,False,traces/episode0005_query0002.npz,query_images/episode0005_query0002_head.png,query_images/episode0005_query0002_left.png,query_images/episode0005_query0002_right.png,2,48,72,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Pick up the bottle with red screw cap using the right arm in an upright position,5,4,3,72,96,24,24,False,False,traces/episode0005_query0003.npz,query_images/episode0005_query0003_head.png,query_images/episode0005_query0003_left.png,query_images/episode0005_query0003_right.png,3,72,96,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Pick up the bottle with red screw cap using the right arm in an upright position,5,4,4,96,111,24,15,False,True,traces/episode0005_query0004.npz,query_images/episode0005_query0004_head.png,query_images/episode0005_query0004_left.png,query_images/episode0005_query0004_right.png,4,96,111,111
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Grab the plastic soda bottle from the table with the right arm,6,5,0,0,24,24,24,False,False,traces/episode0006_query0000.npz,query_images/episode0006_query0000_head.png,query_images/episode0006_query0000_left.png,query_images/episode0006_query0000_right.png,0,0,24,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Grab the plastic soda bottle from the table with the right arm,6,5,1,24,48,24,24,False,False,traces/episode0006_query0001.npz,query_images/episode0006_query0001_head.png,query_images/episode0006_query0001_left.png,query_images/episode0006_query0001_right.png,1,24,48,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Grab the plastic soda bottle from the table with the right arm,6,5,2,48,72,24,24,False,False,traces/episode0006_query0002.npz,query_images/episode0006_query0002_head.png,query_images/episode0006_query0002_left.png,query_images/episode0006_query0002_right.png,2,48,72,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Grab the plastic soda bottle from the table with the right arm,6,5,3,72,96,24,24,False,False,traces/episode0006_query0003.npz,query_images/episode0006_query0003_head.png,query_images/episode0006_query0003_left.png,query_images/episode0006_query0003_right.png,3,72,96,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Grab the plastic soda bottle from the table with the right arm,6,5,4,96,109,24,13,False,True,traces/episode0006_query0004.npz,query_images/episode0006_query0004_head.png,query_images/episode0006_query0004_left.png,query_images/episode0006_query0004_right.png,4,96,109,109
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Use the left arm to grab the bottle the bottle with red screw cap,7,6,0,0,24,24,24,False,False,traces/episode0007_query0000.npz,query_images/episode0007_query0000_head.png,query_images/episode0007_query0000_left.png,query_images/episode0007_query0000_right.png,0,0,24,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Use the left arm to grab the bottle the bottle with red screw cap,7,6,1,24,48,24,24,False,False,traces/episode0007_query0001.npz,query_images/episode0007_query0001_head.png,query_images/episode0007_query0001_left.png,query_images/episode0007_query0001_right.png,1,24,48,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Use the left arm to grab the bottle the bottle with red screw cap,7,6,2,48,72,24,24,False,False,traces/episode0007_query0002.npz,query_images/episode0007_query0002_head.png,query_images/episode0007_query0002_left.png,query_images/episode0007_query0002_right.png,2,48,72,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Use the left arm to grab the bottle the bottle with red screw cap,7,6,3,72,96,24,24,False,False,traces/episode0007_query0003.npz,query_images/episode0007_query0003_head.png,query_images/episode0007_query0003_left.png,query_images/episode0007_query0003_right.png,3,72,96,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Use the left arm to grab the bottle the bottle with red screw cap,7,6,4,96,118,24,22,False,True,traces/episode0007_query0004.npz,query_images/episode0007_query0004_head.png,query_images/episode0007_query0004_left.png,query_images/episode0007_query0004_right.png,4,96,118,118
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Lift the brown bottle from the table using the left arm.,8,7,0,0,24,24,24,False,False,traces/episode0008_query0000.npz,query_images/episode0008_query0000_head.png,query_images/episode0008_query0000_left.png,query_images/episode0008_query0000_right.png,0,0,24,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Lift the brown bottle from the table using the left arm.,8,7,1,24,48,24,24,False,False,traces/episode0008_query0001.npz,query_images/episode0008_query0001_head.png,query_images/episode0008_query0001_left.png,query_images/episode0008_query0001_right.png,1,24,48,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Lift the brown bottle from the table using the left arm.,8,7,2,48,72,24,24,False,False,traces/episode0008_query0002.npz,query_images/episode0008_query0002_head.png,query_images/episode0008_query0002_left.png,query_images/episode0008_query0002_right.png,2,48,72,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Lift the brown bottle from the table using the left arm.,8,7,3,72,96,24,24,False,False,traces/episode0008_query0003.npz,query_images/episode0008_query0003_head.png,query_images/episode0008_query0003_left.png,query_images/episode0008_query0003_right.png,3,72,96,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Lift the brown bottle from the table using the left arm.,8,7,4,96,118,24,22,False,True,traces/episode0008_query0004.npz,query_images/episode0008_query0004_head.png,query_images/episode0008_query0004_left.png,query_images/episode0008_query0004_right.png,4,96,118,118
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Grab the bottle with red screw cap on the table and raise it.,9,8,0,0,24,24,24,False,False,traces/episode0009_query0000.npz,query_images/episode0009_query0000_head.png,query_images/episode0009_query0000_left.png,query_images/episode0009_query0000_right.png,0,0,24,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Grab the bottle with red screw cap on the table and raise it.,9,8,1,24,48,24,24,False,False,traces/episode0009_query0001.npz,query_images/episode0009_query0001_head.png,query_images/episode0009_query0001_left.png,query_images/episode0009_query0001_right.png,1,24,48,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Grab the bottle with red screw cap on the table and raise it.,9,8,2,48,72,24,24,False,False,traces/episode0009_query0002.npz,query_images/episode0009_query0002_head.png,query_images/episode0009_query0002_left.png,query_images/episode0009_query0002_right.png,2,48,72,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Grab the bottle with red screw cap on the table and raise it.,9,8,3,72,96,24,24,False,False,traces/episode0009_query0003.npz,query_images/episode0009_query0003_head.png,query_images/episode0009_query0003_left.png,query_images/episode0009_query0003_right.png,3,72,96,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Grab the bottle with red screw cap on the table and raise it.,9,8,4,96,117,24,21,False,True,traces/episode0009_query0004.npz,query_images/episode0009_query0004_head.png,query_images/episode0009_query0004_left.png,query_images/episode0009_query0004_right.png,4,96,117,117
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Use the left arm to grab the brown bottle head-up.,10,9,0,0,24,24,24,False,False,traces/episode0010_query0000.npz,query_images/episode0010_query0000_head.png,query_images/episode0010_query0000_left.png,query_images/episode0010_query0000_right.png,0,0,24,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Use the left arm to grab the brown bottle head-up.,10,9,1,24,48,24,24,False,False,traces/episode0010_query0001.npz,query_images/episode0010_query0001_head.png,query_images/episode0010_query0001_left.png,query_images/episode0010_query0001_right.png,1,24,48,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Use the left arm to grab the brown bottle head-up.,10,9,2,48,72,24,24,False,False,traces/episode0010_query0002.npz,query_images/episode0010_query0002_head.png,query_images/episode0010_query0002_left.png,query_images/episode0010_query0002_right.png,2,48,72,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Use the left arm to grab the brown bottle head-up.,10,9,3,72,96,24,24,False,False,traces/episode0010_query0003.npz,query_images/episode0010_query0003_head.png,query_images/episode0010_query0003_left.png,query_images/episode0010_query0003_right.png,3,72,96,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Use the left arm to grab the brown bottle head-up.,10,9,4,96,120,24,24,False,True,traces/episode0010_query0004.npz,query_images/episode0010_query0004_head.png,query_images/episode0010_query0004_left.png,query_images/episode0010_query0004_right.png,4,96,120,120
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Pick up the plastic soda bottle using the right arm in an upright position,11,10,0,0,24,24,24,False,False,traces/episode0011_query0000.npz,query_images/episode0011_query0000_head.png,query_images/episode0011_query0000_left.png,query_images/episode0011_query0000_right.png,0,0,24,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Pick up the plastic soda bottle using the right arm in an upright position,11,10,1,24,48,24,24,False,False,traces/episode0011_query0001.npz,query_images/episode0011_query0001_head.png,query_images/episode0011_query0001_left.png,query_images/episode0011_query0001_right.png,1,24,48,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Pick up the plastic soda bottle using the right arm in an upright position,11,10,2,48,72,24,24,False,False,traces/episode0011_query0002.npz,query_images/episode0011_query0002_head.png,query_images/episode0011_query0002_left.png,query_images/episode0011_query0002_right.png,2,48,72,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Pick up the plastic soda bottle using the right arm in an upright position,11,10,3,72,96,24,24,False,False,traces/episode0011_query0003.npz,query_images/episode0011_query0003_head.png,query_images/episode0011_query0003_left.png,query_images/episode0011_query0003_right.png,3,72,96,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Pick up the plastic soda bottle using the right arm in an upright position,11,10,4,96,114,24,18,False,True,traces/episode0011_query0004.npz,query_images/episode0011_query0004_head.png,query_images/episode0011_query0004_left.png,query_images/episode0011_query0004_right.png,4,96,114,114
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Lift the plastic soda bottle from the table using the left arm.,12,11,0,0,24,24,24,False,False,traces/episode0012_query0000.npz,query_images/episode0012_query0000_head.png,query_images/episode0012_query0000_left.png,query_images/episode0012_query0000_right.png,0,0,24,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Lift the plastic soda bottle from the table using the left arm.,12,11,1,24,48,24,24,False,False,traces/episode0012_query0001.npz,query_images/episode0012_query0001_head.png,query_images/episode0012_query0001_left.png,query_images/episode0012_query0001_right.png,1,24,48,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Lift the plastic soda bottle from the table using the left arm.,12,11,2,48,72,24,24,False,False,traces/episode0012_query0002.npz,query_images/episode0012_query0002_head.png,query_images/episode0012_query0002_left.png,query_images/episode0012_query0002_right.png,2,48,72,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Lift the plastic soda bottle from the table using the left arm.,12,11,3,72,96,24,24,False,False,traces/episode0012_query0003.npz,query_images/episode0012_query0003_head.png,query_images/episode0012_query0003_left.png,query_images/episode0012_query0003_right.png,3,72,96,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Lift the plastic soda bottle from the table using the left arm.,12,11,4,96,112,24,16,False,True,traces/episode0012_query0004.npz,query_images/episode0012_query0004_head.png,query_images/episode0012_query0004_left.png,query_images/episode0012_query0004_right.png,4,96,112,112
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Pick up the plastic soda bottle from the table head-up.,13,12,0,0,24,24,24,False,False,traces/episode0013_query0000.npz,query_images/episode0013_query0000_head.png,query_images/episode0013_query0000_left.png,query_images/episode0013_query0000_right.png,0,0,24,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Pick up the plastic soda bottle from the table head-up.,13,12,1,24,48,24,24,False,False,traces/episode0013_query0001.npz,query_images/episode0013_query0001_head.png,query_images/episode0013_query0001_left.png,query_images/episode0013_query0001_right.png,1,24,48,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Pick up the plastic soda bottle from the table head-up.,13,12,2,48,72,24,24,False,False,traces/episode0013_query0002.npz,query_images/episode0013_query0002_head.png,query_images/episode0013_query0002_left.png,query_images/episode0013_query0002_right.png,2,48,72,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Pick up the plastic soda bottle from the table head-up.,13,12,3,72,96,24,24,False,False,traces/episode0013_query0003.npz,query_images/episode0013_query0003_head.png,query_images/episode0013_query0003_left.png,query_images/episode0013_query0003_right.png,3,72,96,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Pick up the plastic soda bottle from the table head-up.,13,12,4,96,113,24,17,False,True,traces/episode0013_query0004.npz,query_images/episode0013_query0004_head.png,query_images/episode0013_query0004_left.png,query_images/episode0013_query0004_right.png,4,96,113,113
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Pick up the bottle with red screw cap using the left arm in an upright position,14,13,0,0,24,24,24,False,False,traces/episode0014_query0000.npz,query_images/episode0014_query0000_head.png,query_images/episode0014_query0000_left.png,query_images/episode0014_query0000_right.png,0,0,24,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Pick up the bottle with red screw cap using the left arm in an upright position,14,13,1,24,48,24,24,False,False,traces/episode0014_query0001.npz,query_images/episode0014_query0001_head.png,query_images/episode0014_query0001_left.png,query_images/episode0014_query0001_right.png,1,24,48,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Pick up the bottle with red screw cap using the left arm in an upright position,14,13,2,48,72,24,24,False,False,traces/episode0014_query0002.npz,query_images/episode0014_query0002_head.png,query_images/episode0014_query0002_left.png,query_images/episode0014_query0002_right.png,2,48,72,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Pick up the bottle with red screw cap using the left arm in an upright position,14,13,3,72,96,24,24,False,False,traces/episode0014_query0003.npz,query_images/episode0014_query0003_head.png,query_images/episode0014_query0003_left.png,query_images/episode0014_query0003_right.png,3,72,96,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Pick up the bottle with red screw cap using the left arm in an upright position,14,13,4,96,117,24,21,False,True,traces/episode0014_query0004.npz,query_images/episode0014_query0004_head.png,query_images/episode0014_query0004_left.png,query_images/episode0014_query0004_right.png,4,96,117,117
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Grab the brown bottle from the table with the right arm,15,14,0,0,24,24,24,False,False,traces/episode0015_query0000.npz,query_images/episode0015_query0000_head.png,query_images/episode0015_query0000_left.png,query_images/episode0015_query0000_right.png,0,0,24,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Grab the brown bottle from the table with the right arm,15,14,1,24,48,24,24,False,False,traces/episode0015_query0001.npz,query_images/episode0015_query0001_head.png,query_images/episode0015_query0001_left.png,query_images/episode0015_query0001_right.png,1,24,48,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Grab the brown bottle from the table with the right arm,15,14,2,48,72,24,24,False,False,traces/episode0015_query0002.npz,query_images/episode0015_query0002_head.png,query_images/episode0015_query0002_left.png,query_images/episode0015_query0002_right.png,2,48,72,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Grab the brown bottle from the table with the right arm,15,14,3,72,96,24,24,False,False,traces/episode0015_query0003.npz,query_images/episode0015_query0003_head.png,query_images/episode0015_query0003_left.png,query_images/episode0015_query0003_right.png,3,72,96,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Grab the brown bottle from the table with the right arm,15,14,4,96,114,24,18,False,True,traces/episode0015_query0004.npz,query_images/episode0015_query0004_head.png,query_images/episode0015_query0004_left.png,query_images/episode0015_query0004_right.png,4,96,114,114
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Use the left arm to grab the plastic soda bottle head-up.,16,15,0,0,24,24,24,False,False,traces/episode0016_query0000.npz,query_images/episode0016_query0000_head.png,query_images/episode0016_query0000_left.png,query_images/episode0016_query0000_right.png,0,0,24,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Use the left arm to grab the plastic soda bottle head-up.,16,15,1,24,48,24,24,False,False,traces/episode0016_query0001.npz,query_images/episode0016_query0001_head.png,query_images/episode0016_query0001_left.png,query_images/episode0016_query0001_right.png,1,24,48,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Use the left arm to grab the plastic soda bottle head-up.,16,15,2,48,72,24,24,False,False,traces/episode0016_query0002.npz,query_images/episode0016_query0002_head.png,query_images/episode0016_query0002_left.png,query_images/episode0016_query0002_right.png,2,48,72,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Use the left arm to grab the plastic soda bottle head-up.,16,15,3,72,96,24,24,False,False,traces/episode0016_query0003.npz,query_images/episode0016_query0003_head.png,query_images/episode0016_query0003_left.png,query_images/episode0016_query0003_right.png,3,72,96,
fastwam-adjust_bottle-p1-16ep-c63dc9b5-v2,fastwam,adjust_bottle,Use the left arm to grab the plastic soda bottle head-up.,16,15,4,96,117,24,21,False,True,traces/episode0016_query0004.npz,query_images/episode0016_query0004_head.png,query_images/episode0016_query0004_left.png,query_images/episode0016_query0004_right.png,4,96,117,117
