trace_row,query_uid,episode_idx,eval_epoch,query_idx,action_slot_start,source_env_rank,stage_id,local_env_slot,reset_id,rollout_rank,video_worker_seed,video_index,video_tile_index,video_pre_frame,video_post_frame,video_relpath,success_before,head_image_relpath,left_wrist_image_relpath,right_wrist_image_relpath
10,ep000010_q000_reset100100156,10,0,0,0,0,0,10,100100156,0,0,0,10,0,1,seed_0/0.mp4,False,query_images/rollout_rank00/ep000010_q000_reset100100156__head.png,query_images/rollout_rank00/ep000010_q000_reset100100156__left_wrist.png,query_images/rollout_rank00/ep000010_q000_reset100100156__right_wrist.png
11,ep000011_q000_reset100100148,11,0,0,0,0,0,11,100100148,0,0,0,11,0,1,seed_0/0.mp4,False,query_images/rollout_rank00/ep000011_q000_reset100100148__head.png,query_images/rollout_rank00/ep000011_q000_reset100100148__left_wrist.png,query_images/rollout_rank00/ep000011_q000_reset100100148__right_wrist.png
12,ep000012_q000_reset100100091,12,0,0,0,0,0,12,100100091,0,0,0,12,0,1,seed_0/0.mp4,False,query_images/rollout_rank00/ep000012_q000_reset100100091__head.png,query_images/rollout_rank00/ep000012_q000_reset100100091__left_wrist.png,query_images/rollout_rank00/ep000012_q000_reset100100091__right_wrist.png
13,ep000013_q000_reset100100085,13,0,0,0,0,0,13,100100085,0,0,0,13,0,1,seed_0/0.mp4,False,query_images/rollout_rank00/ep000013_q000_reset100100085__head.png,query_images/rollout_rank00/ep000013_q000_reset100100085__left_wrist.png,query_images/rollout_rank00/ep000013_q000_reset100100085__right_wrist.png
14,ep000014_q000_reset100100013,14,0,0,0,0,0,14,100100013,0,0,0,14,0,1,seed_0/0.mp4,False,query_images/rollout_rank00/ep000014_q000_reset100100013__head.png,query_images/rollout_rank00/ep000014_q000_reset100100013__left_wrist.png,query_images/rollout_rank00/ep000014_q000_reset100100013__right_wrist.png
15,ep000015_q000_reset100100034,15,0,0,0,0,0,15,100100034,0,0,0,15,0,1,seed_0/0.mp4,False,query_images/rollout_rank00/ep000015_q000_reset100100034__head.png,query_images/rollout_rank00/ep000015_q000_reset100100034__left_wrist.png,query_images/rollout_rank00/ep000015_q000_reset100100034__right_wrist.png
16,ep000000_q001_reset100100052,0,0,1,50,0,0,0,100100052,0,0,0,0,1,2,seed_0/0.mp4,False,query_images/rollout_rank00/ep000000_q001_reset100100052__head.png,query_images/rollout_rank00/ep000000_q001_reset100100052__left_wrist.png,query_images/rollout_rank00/ep000000_q001_reset100100052__right_wrist.png
17,ep000001_q001_reset100100066,1,0,1,50,0,0,1,100100066,0,0,0,1,1,2,seed_0/0.mp4,False,query_images/rollout_rank00/ep000001_q001_reset100100066__head.png,query_images/rollout_rank00/ep000001_q001_reset100100066__left_wrist.png,query_images/rollout_rank00/ep000001_q001_reset100100066__right_wrist.png
18,ep000002_q001_reset100100113,2,0,1,50,0,0,2,100100113,0,0,0,2,1,2,seed_0/0.mp4,False,query_images/rollout_rank00/ep000002_q001_reset100100113__head.png,query_images/rollout_rank00/ep000002_q001_reset100100113__left_wrist.png,query_images/rollout_rank00/ep000002_q001_reset100100113__right_wrist.png
19,ep000003_q001_reset100100088,3,0,1,50,0,0,3,100100088,0,0,0,3,1,2,seed_0/0.mp4,False,query_images/rollout_rank00/ep000003_q001_reset100100088__head.png,query_images/rollout_rank00/ep000003_q001_reset100100088__left_wrist.png,query_images/rollout_rank00/ep000003_q001_reset100100088__right_wrist.png
20,ep000004_q001_reset100100043,4,0,1,50,0,0,4,100100043,0,0,0,4,1,2,seed_0/0.mp4,False,query_images/rollout_rank00/ep000004_q001_reset100100043__head.png,query_images/rollout_rank00/ep000004_q001_reset100100043__left_wrist.png,query_images/rollout_rank00/ep000004_q001_reset100100043__right_wrist.png
21,ep000005_q001_reset100100081,5,0,1,50,0,0,5,100100081,0,0,0,5,1,2,seed_0/0.mp4,False,query_images/rollout_rank00/ep000005_q001_reset100100081__head.png,query_images/rollout_rank00/ep000005_q001_reset100100081__left_wrist.png,query_images/rollout_rank00/ep000005_q001_reset100100081__right_wrist.png
22,ep000006_q001_reset100100144,6,0,1,50,0,0,6,100100144,0,0,0,6,1,2,seed_0/0.mp4,False,query_images/rollout_rank00/ep000006_q001_reset100100144__head.png,query_images/rollout_rank00/ep000006_q001_reset100100144__left_wrist.png,query_images/rollout_rank00/ep000006_q001_reset100100144__right_wrist.png
23,ep000007_q001_reset100100098,7,0,1,50,0,0,7,100100098,0,0,0,7,1,2,seed_0/0.mp4,False,query_images/rollout_rank00/ep000007_q001_reset100100098__head.png,query_images/rollout_rank00/ep000007_q001_reset100100098__left_wrist.png,query_images/rollout_rank00/ep000007_q001_reset100100098__right_wrist.png
24,ep000008_q001_reset100100058,8,0,1,50,0,0,8,100100058,0,0,0,8,1,2,seed_0/0.mp4,False,query_images/rollout_rank00/ep000008_q001_reset100100058__head.png,query_images/rollout_rank00/ep000008_q001_reset100100058__left_wrist.png,query_images/rollout_rank00/ep000008_q001_reset100100058__right_wrist.png
25,ep000009_q001_reset100100130,9,0,1,50,0,0,9,100100130,0,0,0,9,1,2,seed_0/0.mp4,False,query_images/rollout_rank00/ep000009_q001_reset100100130__head.png,query_images/rollout_rank00/ep000009_q001_reset100100130__left_wrist.png,query_images/rollout_rank00/ep000009_q001_reset100100130__right_wrist.png
26,ep000010_q001_reset100100156,10,0,1,50,0,0,10,100100156,0,0,0,10,1,2,seed_0/0.mp4,False,query_images/rollout_rank00/ep000010_q001_reset100100156__head.png,query_images/rollout_rank00/ep000010_q001_reset100100156__left_wrist.png,query_images/rollout_rank00/ep000010_q001_reset100100156__right_wrist.png
27,ep000011_q001_reset100100148,11,0,1,50,0,0,11,100100148,0,0,0,11,1,2,seed_0/0.mp4,False,query_images/rollout_rank00/ep000011_q001_reset100100148__head.png,query_images/rollout_rank00/ep000011_q001_reset100100148__left_wrist.png,query_images/rollout_rank00/ep000011_q001_reset100100148__right_wrist.png
28,ep000012_q001_reset100100091,12,0,1,50,0,0,12,100100091,0,0,0,12,1,2,seed_0/0.mp4,False,query_images/rollout_rank00/ep000012_q001_reset100100091__head.png,query_images/rollout_rank00/ep000012_q001_reset100100091__left_wrist.png,query_images/rollout_rank00/ep000012_q001_reset100100091__right_wrist.png
29,ep000013_q001_reset100100085,13,0,1,50,0,0,13,100100085,0,0,0,13,1,2,seed_0/0.mp4,False,query_images/rollout_rank00/ep000013_q001_reset100100085__head.png,query_images/rollout_rank00/ep000013_q001_reset100100085__left_wrist.png,query_images/rollout_rank00/ep000013_q001_reset100100085__right_wrist.png
30,ep000014_q001_reset100100013,14,0,1,50,0,0,14,100100013,0,0,0,14,1,2,seed_0/0.mp4,False,query_images/rollout_rank00/ep000014_q001_reset100100013__head.png,query_images/rollout_rank00/ep000014_q001_reset100100013__left_wrist.png,query_images/rollout_rank00/ep000014_q001_reset100100013__right_wrist.png
31,ep000015_q001_reset100100034,15,0,1,50,0,0,15,100100034,0,0,0,15,1,2,seed_0/0.mp4,False,query_images/rollout_rank00/ep000015_q001_reset100100034__head.png,query_images/rollout_rank00/ep000015_q001_reset100100034__left_wrist.png,query_images/rollout_rank00/ep000015_q001_reset100100034__right_wrist.png
32,ep000000_q002_reset100100052,0,0,2,100,0,0,0,100100052,0,0,0,0,2,3,seed_0/0.mp4,False,query_images/rollout_rank00/ep000000_q002_reset100100052__head.png,query_images/rollout_rank00/ep000000_q002_reset100100052__left_wrist.png,query_images/rollout_rank00/ep000000_q002_reset100100052__right_wrist.png
33,ep000001_q002_reset100100066,1,0,2,100,0,0,1,100100066,0,0,0,1,2,3,seed_0/0.mp4,False,query_images/rollout_rank00/ep000001_q002_reset100100066__head.png,query_images/rollout_rank00/ep000001_q002_reset100100066__left_wrist.png,query_images/rollout_rank00/ep000001_q002_reset100100066__right_wrist.png
34,ep000002_q002_reset100100113,2,0,2,100,0,0,2,100100113,0,0,0,2,2,3,seed_0/0.mp4,False,query_images/rollout_rank00/ep000002_q002_reset100100113__head.png,query_images/rollout_rank00/ep000002_q002_reset100100113__left_wrist.png,query_images/rollout_rank00/ep000002_q002_reset100100113__right_wrist.png
35,ep000003_q002_reset100100088,3,0,2,100,0,0,3,100100088,0,0,0,3,2,3,seed_0/0.mp4,False,query_images/rollout_rank00/ep000003_q002_reset100100088__head.png,query_images/rollout_rank00/ep000003_q002_reset100100088__left_wrist.png,query_images/rollout_rank00/ep000003_q002_reset100100088__right_wrist.png
36,ep000004_q002_reset100100043,4,0,2,100,0,0,4,100100043,0,0,0,4,2,3,seed_0/0.mp4,False,query_images/rollout_rank00/ep000004_q002_reset100100043__head.png,query_images/rollout_rank00/ep000004_q002_reset100100043__left_wrist.png,query_images/rollout_rank00/ep000004_q002_reset100100043__right_wrist.png
37,ep000005_q002_reset100100081,5,0,2,100,0,0,5,100100081,0,0,0,5,2,3,seed_0/0.mp4,False,query_images/rollout_rank00/ep000005_q002_reset100100081__head.png,query_images/rollout_rank00/ep000005_q002_reset100100081__left_wrist.png,query_images/rollout_rank00/ep000005_q002_reset100100081__right_wrist.png
38,ep000006_q002_reset100100144,6,0,2,100,0,0,6,100100144,0,0,0,6,2,3,seed_0/0.mp4,False,query_images/rollout_rank00/ep000006_q002_reset100100144__head.png,query_images/rollout_rank00/ep000006_q002_reset100100144__left_wrist.png,query_images/rollout_rank00/ep000006_q002_reset100100144__right_wrist.png
39,ep000007_q002_reset100100098,7,0,2,100,0,0,7,100100098,0,0,0,7,2,3,seed_0/0.mp4,False,query_images/rollout_rank00/ep000007_q002_reset100100098__head.png,query_images/rollout_rank00/ep000007_q002_reset100100098__left_wrist.png,query_images/rollout_rank00/ep000007_q002_reset100100098__right_wrist.png
40,ep000008_q002_reset100100058,8,0,2,100,0,0,8,100100058,0,0,0,8,2,3,seed_0/0.mp4,False,query_images/rollout_rank00/ep000008_q002_reset100100058__head.png,query_images/rollout_rank00/ep000008_q002_reset100100058__left_wrist.png,query_images/rollout_rank00/ep000008_q002_reset100100058__right_wrist.png
41,ep000009_q002_reset100100130,9,0,2,100,0,0,9,100100130,0,0,0,9,2,3,seed_0/0.mp4,False,query_images/rollout_rank00/ep000009_q002_reset100100130__head.png,query_images/rollout_rank00/ep000009_q002_reset100100130__left_wrist.png,query_images/rollout_rank00/ep000009_q002_reset100100130__right_wrist.png
42,ep000010_q002_reset100100156,10,0,2,100,0,0,10,100100156,0,0,0,10,2,3,seed_0/0.mp4,False,query_images/rollout_rank00/ep000010_q002_reset100100156__head.png,query_images/rollout_rank00/ep000010_q002_reset100100156__left_wrist.png,query_images/rollout_rank00/ep000010_q002_reset100100156__right_wrist.png
43,ep000011_q002_reset100100148,11,0,2,100,0,0,11,100100148,0,0,0,11,2,3,seed_0/0.mp4,False,query_images/rollout_rank00/ep000011_q002_reset100100148__head.png,query_images/rollout_rank00/ep000011_q002_reset100100148__left_wrist.png,query_images/rollout_rank00/ep000011_q002_reset100100148__right_wrist.png
44,ep000012_q002_reset100100091,12,0,2,100,0,0,12,100100091,0,0,0,12,2,3,seed_0/0.mp4,False,query_images/rollout_rank00/ep000012_q002_reset100100091__head.png,query_images/rollout_rank00/ep000012_q002_reset100100091__left_wrist.png,query_images/rollout_rank00/ep000012_q002_reset100100091__right_wrist.png
45,ep000013_q002_reset100100085,13,0,2,100,0,0,13,100100085,0,0,0,13,2,3,seed_0/0.mp4,False,query_images/rollout_rank00/ep000013_q002_reset100100085__head.png,query_images/rollout_rank00/ep000013_q002_reset100100085__left_wrist.png,query_images/rollout_rank00/ep000013_q002_reset100100085__right_wrist.png
46,ep000014_q002_reset100100013,14,0,2,100,0,0,14,100100013,0,0,0,14,2,3,seed_0/0.mp4,False,query_images/rollout_rank00/ep000014_q002_reset100100013__head.png,query_images/rollout_rank00/ep000014_q002_reset100100013__left_wrist.png,query_images/rollout_rank00/ep000014_q002_reset100100013__right_wrist.png
47,ep000015_q002_reset100100034,15,0,2,100,0,0,15,100100034,0,0,0,15,2,3,seed_0/0.mp4,False,query_images/rollout_rank00/ep000015_q002_reset100100034__head.png,query_images/rollout_rank00/ep000015_q002_reset100100034__left_wrist.png,query_images/rollout_rank00/ep000015_q002_reset100100034__right_wrist.png
48,ep000000_q003_reset100100052,0,0,3,150,0,0,0,100100052,0,0,0,0,3,4,seed_0/0.mp4,True,query_images/rollout_rank00/ep000000_q003_reset100100052__head.png,query_images/rollout_rank00/ep000000_q003_reset100100052__left_wrist.png,query_images/rollout_rank00/ep000000_q003_reset100100052__right_wrist.png
49,ep000001_q003_reset100100066,1,0,3,150,0,0,1,100100066,0,0,0,1,3,4,seed_0/0.mp4,True,query_images/rollout_rank00/ep000001_q003_reset100100066__head.png,query_images/rollout_rank00/ep000001_q003_reset100100066__left_wrist.png,query_images/rollout_rank00/ep000001_q003_reset100100066__right_wrist.png
50,ep000002_q003_reset100100113,2,0,3,150,0,0,2,100100113,0,0,0,2,3,4,seed_0/0.mp4,True,query_images/rollout_rank00/ep000002_q003_reset100100113__head.png,query_images/rollout_rank00/ep000002_q003_reset100100113__left_wrist.png,query_images/rollout_rank00/ep000002_q003_reset100100113__right_wrist.png
51,ep000003_q003_reset100100088,3,0,3,150,0,0,3,100100088,0,0,0,3,3,4,seed_0/0.mp4,False,query_images/rollout_rank00/ep000003_q003_reset100100088__head.png,query_images/rollout_rank00/ep000003_q003_reset100100088__left_wrist.png,query_images/rollout_rank00/ep000003_q003_reset100100088__right_wrist.png
52,ep000004_q003_reset100100043,4,0,3,150,0,0,4,100100043,0,0,0,4,3,4,seed_0/0.mp4,True,query_images/rollout_rank00/ep000004_q003_reset100100043__head.png,query_images/rollout_rank00/ep000004_q003_reset100100043__left_wrist.png,query_images/rollout_rank00/ep000004_q003_reset100100043__right_wrist.png
53,ep000005_q003_reset100100081,5,0,3,150,0,0,5,100100081,0,0,0,5,3,4,seed_0/0.mp4,False,query_images/rollout_rank00/ep000005_q003_reset100100081__head.png,query_images/rollout_rank00/ep000005_q003_reset100100081__left_wrist.png,query_images/rollout_rank00/ep000005_q003_reset100100081__right_wrist.png
54,ep000006_q003_reset100100144,6,0,3,150,0,0,6,100100144,0,0,0,6,3,4,seed_0/0.mp4,True,query_images/rollout_rank00/ep000006_q003_reset100100144__head.png,query_images/rollout_rank00/ep000006_q003_reset100100144__left_wrist.png,query_images/rollout_rank00/ep000006_q003_reset100100144__right_wrist.png
55,ep000007_q003_reset100100098,7,0,3,150,0,0,7,100100098,0,0,0,7,3,4,seed_0/0.mp4,True,query_images/rollout_rank00/ep000007_q003_reset100100098__head.png,query_images/rollout_rank00/ep000007_q003_reset100100098__left_wrist.png,query_images/rollout_rank00/ep000007_q003_reset100100098__right_wrist.png
56,ep000008_q003_reset100100058,8,0,3,150,0,0,8,100100058,0,0,0,8,3,4,seed_0/0.mp4,True,query_images/rollout_rank00/ep000008_q003_reset100100058__head.png,query_images/rollout_rank00/ep000008_q003_reset100100058__left_wrist.png,query_images/rollout_rank00/ep000008_q003_reset100100058__right_wrist.png
57,ep000009_q003_reset100100130,9,0,3,150,0,0,9,100100130,0,0,0,9,3,4,seed_0/0.mp4,True,query_images/rollout_rank00/ep000009_q003_reset100100130__head.png,query_images/rollout_rank00/ep000009_q003_reset100100130__left_wrist.png,query_images/rollout_rank00/ep000009_q003_reset100100130__right_wrist.png
58,ep000010_q003_reset100100156,10,0,3,150,0,0,10,100100156,0,0,0,10,3,4,seed_0/0.mp4,True,query_images/rollout_rank00/ep000010_q003_reset100100156__head.png,query_images/rollout_rank00/ep000010_q003_reset100100156__left_wrist.png,query_images/rollout_rank00/ep000010_q003_reset100100156__right_wrist.png
59,ep000011_q003_reset100100148,11,0,3,150,0,0,11,100100148,0,0,0,11,3,4,seed_0/0.mp4,True,query_images/rollout_rank00/ep000011_q003_reset100100148__head.png,query_images/rollout_rank00/ep000011_q003_reset100100148__left_wrist.png,query_images/rollout_rank00/ep000011_q003_reset100100148__right_wrist.png
60,ep000012_q003_reset100100091,12,0,3,150,0,0,12,100100091,0,0,0,12,3,4,seed_0/0.mp4,False,query_images/rollout_rank00/ep000012_q003_reset100100091__head.png,query_images/rollout_rank00/ep000012_q003_reset100100091__left_wrist.png,query_images/rollout_rank00/ep000012_q003_reset100100091__right_wrist.png
61,ep000013_q003_reset100100085,13,0,3,150,0,0,13,100100085,0,0,0,13,3,4,seed_0/0.mp4,False,query_images/rollout_rank00/ep000013_q003_reset100100085__head.png,query_images/rollout_rank00/ep000013_q003_reset100100085__left_wrist.png,query_images/rollout_rank00/ep000013_q003_reset100100085__right_wrist.png
62,ep000014_q003_reset100100013,14,0,3,150,0,0,14,100100013,0,0,0,14,3,4,seed_0/0.mp4,True,query_images/rollout_rank00/ep000014_q003_reset100100013__head.png,query_images/rollout_rank00/ep000014_q003_reset100100013__left_wrist.png,query_images/rollout_rank00/ep000014_q003_reset100100013__right_wrist.png
63,ep000015_q003_reset100100034,15,0,3,150,0,0,15,100100034,0,0,0,15,3,4,seed_0/0.mp4,True,query_images/rollout_rank00/ep000015_q003_reset100100034__head.png,query_images/rollout_rank00/ep000015_q003_reset100100034__left_wrist.png,query_images/rollout_rank00/ep000015_q003_reset100100034__right_wrist.png
