cycle,weight_mean,weight_median,weight_p05,weight_p95,weight_ess_ratio,top20_weight_mass,downweighted_fraction,upweighted_fraction,min_weight_fraction,max_weight_fraction,actor_switch_rate,query_weight_q_gap_corr,replay_age_mean
361,0.991,0.951,0.32,1.854,0.896,0.289,0.6,0.4,0.0,0.0,0.525,,115000.0
362,0.991,0.951,0.32,1.852,0.896,0.289,0.6,0.4,0.0,0.0,0.528,,115000.0
363,0.993,0.952,0.321,1.857,0.896,0.289,0.6,0.4,0.0,0.0,0.528,,115000.0
364,0.991,0.952,0.319,1.853,0.896,0.289,0.6,0.4,0.0,0.0,0.53,,115000.0
365,0.991,0.951,0.318,1.853,0.896,0.289,0.6,0.4,0.0,0.0,0.531,,116000.0
366,0.991,0.951,0.318,1.853,0.896,0.289,0.6,0.4,0.0,0.0,0.531,,116000.0
367,0.991,0.952,0.32,1.853,0.896,0.289,0.6,0.4,0.0,0.0,0.533,,116000.0
368,0.992,0.952,0.32,1.858,0.896,0.289,0.6,0.4,0.0,0.0,0.533,,117000.0
369,0.992,0.953,0.32,1.855,0.896,0.289,0.6,0.4,0.0,0.0,0.533,,117000.0
370,0.992,0.952,0.32,1.854,0.896,0.289,0.6,0.4,0.0,0.0,0.538,,117000.0
371,0.993,0.953,0.32,1.855,0.896,0.289,0.6,0.4,0.0,0.0,0.536,,117000.0
372,0.991,0.952,0.32,1.851,0.896,0.289,0.6,0.4,0.0,0.0,0.537,,117000.0
373,0.991,0.951,0.32,1.853,0.896,0.289,0.6,0.4,0.0,0.0,0.537,,118000.0
374,0.991,0.951,0.321,1.852,0.896,0.289,0.6,0.4,0.0,0.0,0.537,,118000.0
375,0.992,0.953,0.32,1.853,0.896,0.289,0.6,0.4,0.0,0.0,0.543,,118000.0
376,0.992,0.952,0.32,1.852,0.897,0.289,0.6,0.4,0.0,0.0,0.541,,119000.0
377,0.992,0.953,0.321,1.853,0.896,0.289,0.6,0.4,0.0,0.0,0.541,,119000.0
378,0.991,0.952,0.318,1.85,0.896,0.289,0.6,0.4,0.0,0.0,0.542,,119000.0
379,0.991,0.952,0.32,1.851,0.896,0.289,0.6,0.4,0.0,0.0,0.541,,120000.0
380,0.991,0.951,0.321,1.846,0.896,0.289,0.6,0.4,0.0,0.0,0.545,,120000.0
381,0.991,0.951,0.32,1.85,0.896,0.289,0.6,0.4,0.0,0.0,0.543,,120000.0
382,0.991,0.952,0.321,1.851,0.896,0.289,0.6,0.4,0.0,0.0,0.546,,120000.0
383,0.992,0.953,0.32,1.848,0.896,0.289,0.6,0.4,0.0,0.0,0.547,,121000.0
384,0.991,0.952,0.321,1.851,0.897,0.289,0.6,0.4,0.0,0.0,0.547,,121000.0
385,0.992,0.952,0.322,1.848,0.897,0.289,0.6,0.4,0.0,0.0,0.549,,121000.0
386,0.991,0.951,0.32,1.853,0.896,0.289,0.6,0.4,0.0,0.0,0.545,,122000.0
387,0.991,0.951,0.32,1.844,0.896,0.289,0.6,0.4,0.0,0.0,0.553,,121000.0
388,0.989,0.951,0.318,1.843,0.896,0.289,0.6,0.4,0.0,0.0,0.551,,122000.0
389,0.992,0.952,0.321,1.853,0.896,0.289,0.6,0.4,0.0,0.0,0.552,,122000.0
390,0.99,0.951,0.32,1.843,0.896,0.289,0.6,0.4,0.0,0.0,0.552,,122000.0
391,0.99,0.951,0.319,1.848,0.896,0.289,0.6,0.4,0.0,0.0,0.552,,123000.0
392,0.991,0.952,0.322,1.844,0.897,0.289,0.6,0.4,0.0,0.0,0.555,,123000.0
393,0.99,0.951,0.321,1.844,0.897,0.289,0.6,0.4,0.0,0.0,0.555,,123000.0
394,0.991,0.952,0.32,1.845,0.897,0.289,0.6,0.4,0.0,0.0,0.555,,123000.0
395,0.99,0.951,0.32,1.846,0.897,0.289,0.6,0.4,0.0,0.0,0.556,,124000.0
396,0.989,0.951,0.319,1.842,0.896,0.289,0.6,0.4,0.0,0.0,0.558,,124000.0
397,0.992,0.953,0.322,1.845,0.897,0.289,0.6,0.4,0.0,0.0,0.561,,124000.0
398,0.989,0.95,0.319,1.844,0.896,0.289,0.6,0.4,0.0,0.0,0.559,,124000.0
399,0.99,0.951,0.32,1.841,0.897,0.289,0.6,0.4,0.0,0.0,0.561,,124000.0
400,0.991,0.952,0.321,1.846,0.897,0.289,0.6,0.4,0.0,0.0,0.561,,125000.0
401,0.991,0.952,0.319,1.845,0.896,0.289,0.6,0.4,0.0,0.0,0.564,,125000.0
402,0.992,0.953,0.32,1.847,0.897,0.289,0.6,0.4,0.0,0.0,0.561,,126000.0
403,0.99,0.951,0.321,1.841,0.897,0.289,0.6,0.4,0.0,0.0,0.562,,126000.0
404,0.989,0.95,0.319,1.843,0.896,0.289,0.6,0.4,0.0,0.0,0.564,,126000.0
405,0.99,0.951,0.321,1.844,0.897,0.289,0.6,0.4,0.0,0.0,0.566,,126000.0
406,0.989,0.95,0.32,1.844,0.897,0.289,0.6,0.4,0.0,0.0,0.567,,126000.0
407,0.989,0.951,0.32,1.842,0.896,0.289,0.6,0.4,0.0,0.0,0.567,,127000.0
408,0.99,0.952,0.32,1.843,0.897,0.289,0.6,0.4,0.0,0.0,0.567,,127000.0
409,0.99,0.951,0.322,1.842,0.897,0.289,0.6,0.4,0.0,0.0,0.571,,127000.0
410,0.99,0.951,0.323,1.842,0.897,0.289,0.6,0.4,0.0,0.0,0.572,,127000.0
411,0.988,0.949,0.321,1.836,0.897,0.289,0.6,0.4,0.0,0.0,0.569,,128000.0
412,0.989,0.951,0.32,1.841,0.897,0.289,0.6,0.4,0.0,0.0,0.569,,128000.0
413,0.988,0.95,0.32,1.838,0.896,0.289,0.6,0.4,0.0,0.0,0.572,,128000.0
414,0.989,0.949,0.321,1.84,0.897,0.289,0.6,0.4,0.0,0.0,0.572,,129000.0
415,0.989,0.951,0.321,1.841,0.897,0.289,0.6,0.4,0.0,0.0,0.574,,129000.0
416,0.99,0.952,0.321,1.84,0.897,0.289,0.6,0.4,0.0,0.0,0.574,,129000.0
417,0.988,0.95,0.319,1.836,0.897,0.289,0.6,0.4,0.0,0.0,0.578,,129000.0
418,0.988,0.949,0.319,1.836,0.896,0.289,0.6,0.4,0.0,0.0,0.575,,130000.0
419,0.989,0.951,0.32,1.838,0.897,0.289,0.6,0.4,0.0,0.0,0.576,,130000.0
420,0.989,0.95,0.322,1.84,0.897,0.289,0.6,0.4,0.0,0.0,0.578,,130000.0
421,0.989,0.951,0.319,1.84,0.897,0.289,0.6,0.4,0.0,0.0,0.578,,131000.0
422,0.989,0.95,0.321,1.835,0.897,0.289,0.6,0.4,0.0,0.0,0.58,,131000.0
423,0.989,0.95,0.321,1.837,0.896,0.289,0.6,0.4,0.0,0.0,0.579,,131000.0
424,0.989,0.95,0.321,1.838,0.897,0.289,0.6,0.4,0.0,0.0,0.579,,131000.0
425,0.987,0.95,0.32,1.834,0.896,0.289,0.6,0.4,0.0,0.0,0.579,,131000.0
426,0.989,0.951,0.323,1.836,0.897,0.289,0.6,0.4,0.0,0.0,0.582,,132000.0
427,0.988,0.949,0.321,1.838,0.897,0.289,0.6,0.4,0.0,0.0,0.584,,132000.0
428,0.988,0.949,0.321,1.833,0.897,0.289,0.6,0.4,0.0,0.0,0.583,,132000.0
429,0.989,0.951,0.321,1.836,0.897,0.289,0.6,0.4,0.0,0.0,0.585,,132000.0
430,0.989,0.951,0.322,1.837,0.897,0.289,0.6,0.4,0.0,0.0,0.583,,133000.0
431,0.989,0.951,0.32,1.838,0.897,0.289,0.6,0.4,0.0,0.0,0.588,,133000.0
432,0.988,0.95,0.322,1.835,0.897,0.289,0.6,0.4,0.0,0.0,0.586,,133000.0
433,0.989,0.951,0.322,1.837,0.897,0.289,0.6,0.4,0.0,0.0,0.589,,133000.0
434,0.989,0.951,0.322,1.834,0.897,0.289,0.6,0.4,0.0,0.0,0.589,,134000.0
435,0.987,0.949,0.32,1.833,0.897,0.289,0.6,0.4,0.0,0.0,0.59,,134000.0
436,0.989,0.951,0.321,1.835,0.897,0.289,0.6,0.4,0.0,0.0,0.589,,134000.0
437,0.987,0.949,0.321,1.829,0.897,0.289,0.6,0.4,0.0,0.0,0.591,,134000.0
438,0.986,0.948,0.32,1.83,0.897,0.289,0.6,0.4,0.0,0.0,0.592,,135000.0
439,0.989,0.95,0.321,1.832,0.897,0.289,0.6,0.4,0.0,0.0,0.589,,135000.0
440,0.987,0.949,0.321,1.832,0.897,0.289,0.6,0.4,0.0,0.0,0.594,,135000.0
441,0.987,0.949,0.321,1.83,0.897,0.289,0.6,0.4,0.0,0.0,0.592,,136000.0
442,0.988,0.95,0.322,1.831,0.897,0.289,0.6,0.4,0.0,0.0,0.592,,136000.0
443,0.988,0.95,0.32,1.833,0.897,0.289,0.6,0.4,0.0,0.0,0.593,,136000.0
444,0.987,0.949,0.32,1.829,0.897,0.289,0.6,0.4,0.0,0.0,0.595,,136000.0
445,0.989,0.951,0.323,1.831,0.897,0.289,0.6,0.4,0.0,0.0,0.595,,137000.0
446,0.988,0.95,0.32,1.832,0.897,0.289,0.6,0.4,0.0,0.0,0.597,,137000.0
447,0.987,0.949,0.321,1.831,0.896,0.289,0.6,0.4,0.0,0.0,0.599,,137000.0
448,0.987,0.949,0.32,1.831,0.896,0.289,0.6,0.4,0.0,0.0,0.596,,137000.0
449,0.988,0.95,0.322,1.831,0.897,0.289,0.6,0.4,0.0,0.0,0.597,,138000.0
450,0.988,0.95,0.322,1.831,0.897,0.289,0.6,0.4,0.0,0.0,0.598,,138000.0
451,0.987,0.95,0.322,1.827,0.897,0.289,0.6,0.4,0.0,0.0,0.602,,138000.0
452,0.988,0.95,0.323,1.83,0.897,0.289,0.6,0.4,0.0,0.0,0.602,,138000.0
453,0.989,0.952,0.322,1.83,0.897,0.289,0.6,0.4,0.0,0.0,0.601,,138000.0
454,0.988,0.95,0.322,1.825,0.897,0.289,0.6,0.4,0.0,0.0,0.602,,139000.0
455,0.989,0.951,0.322,1.829,0.897,0.289,0.6,0.4,0.0,0.0,0.602,,139000.0
456,0.987,0.95,0.323,1.826,0.897,0.289,0.6,0.4,0.0,0.0,0.605,,139000.0
457,0.985,0.947,0.319,1.823,0.896,0.289,0.6,0.4,0.0,0.0,0.604,,139000.0
458,0.986,0.949,0.321,1.824,0.897,0.289,0.6,0.4,0.0,0.0,0.604,,140000.0
459,0.987,0.949,0.321,1.825,0.897,0.289,0.6,0.4,0.0,0.0,0.603,,140000.0
460,0.987,0.949,0.321,1.83,0.897,0.289,0.6,0.4,0.0,0.0,0.605,,141000.0
461,0.988,0.951,0.323,1.823,0.897,0.289,0.6,0.4,0.0,0.0,0.608,,140000.0
462,0.988,0.95,0.323,1.833,0.897,0.289,0.6,0.4,0.0,0.0,0.608,,141000.0
463,0.986,0.949,0.32,1.824,0.897,0.289,0.6,0.4,0.0,0.0,0.606,,141000.0
464,0.988,0.951,0.322,1.826,0.897,0.289,0.6,0.4,0.0,0.0,0.609,,141000.0
465,0.986,0.949,0.322,1.822,0.897,0.289,0.6,0.4,0.0,0.0,0.609,,142000.0
466,0.987,0.951,0.323,1.829,0.897,0.289,0.6,0.4,0.0,0.0,0.611,,142000.0
467,0.986,0.948,0.321,1.826,0.897,0.289,0.6,0.4,0.0,0.0,0.609,,142000.0
468,0.986,0.949,0.32,1.824,0.897,0.289,0.6,0.4,0.0,0.0,0.612,,142000.0
469,0.988,0.95,0.323,1.827,0.898,0.289,0.6,0.4,0.0,0.0,0.612,,143000.0
470,0.986,0.948,0.321,1.821,0.897,0.289,0.6,0.4,0.0,0.0,0.613,,143000.0
471,0.987,0.95,0.321,1.827,0.897,0.289,0.6,0.4,0.0,0.0,0.614,,143000.0
472,0.988,0.95,0.322,1.828,0.897,0.289,0.6,0.4,0.0,0.0,0.613,,143000.0
473,0.988,0.95,0.323,1.825,0.898,0.289,0.6,0.4,0.0,0.0,0.613,,144000.0
474,0.987,0.949,0.322,1.823,0.897,0.289,0.6,0.4,0.0,0.0,0.614,,144000.0
475,0.987,0.95,0.323,1.827,0.897,0.289,0.6,0.4,0.0,0.0,0.617,,144000.0
476,0.986,0.948,0.322,1.822,0.897,0.289,0.6,0.4,0.0,0.0,0.617,,144000.0
477,0.986,0.949,0.322,1.823,0.897,0.289,0.6,0.4,0.0,0.0,0.614,,145000.0
478,0.986,0.949,0.323,1.823,0.897,0.289,0.6,0.4,0.0,0.0,0.618,,145000.0
479,0.987,0.95,0.323,1.823,0.897,0.289,0.6,0.4,0.0,0.0,0.618,,146000.0
480,0.988,0.951,0.325,1.822,0.898,0.289,0.6,0.4,0.0,0.0,0.618,,146000.0
