run_id,episode_id,query_idx,query_key,action_slot_start,query_state_phase,phase_coarse,phase_task,phase_source,phase_confidence
pi0-adjust_bottle-fixed64-800baf80-v1,11,1,pi0-adjust_bottle-fixed64-800baf80-v1::ep000011_q001_reset100100148,50,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,12,1,pi0-adjust_bottle-fixed64-800baf80-v1::ep000012_q001_reset100100091,50,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,13,1,pi0-adjust_bottle-fixed64-800baf80-v1::ep000013_q001_reset100100085,50,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,14,1,pi0-adjust_bottle-fixed64-800baf80-v1::ep000014_q001_reset100100013,50,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,15,1,pi0-adjust_bottle-fixed64-800baf80-v1::ep000015_q001_reset100100034,50,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,0,2,pi0-adjust_bottle-fixed64-800baf80-v1::ep000000_q002_reset100100052,100,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,1,2,pi0-adjust_bottle-fixed64-800baf80-v1::ep000001_q002_reset100100066,100,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,2,2,pi0-adjust_bottle-fixed64-800baf80-v1::ep000002_q002_reset100100113,100,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,3,2,pi0-adjust_bottle-fixed64-800baf80-v1::ep000003_q002_reset100100088,100,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,4,2,pi0-adjust_bottle-fixed64-800baf80-v1::ep000004_q002_reset100100043,100,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,5,2,pi0-adjust_bottle-fixed64-800baf80-v1::ep000005_q002_reset100100081,100,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,6,2,pi0-adjust_bottle-fixed64-800baf80-v1::ep000006_q002_reset100100144,100,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,7,2,pi0-adjust_bottle-fixed64-800baf80-v1::ep000007_q002_reset100100098,100,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,8,2,pi0-adjust_bottle-fixed64-800baf80-v1::ep000008_q002_reset100100058,100,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,9,2,pi0-adjust_bottle-fixed64-800baf80-v1::ep000009_q002_reset100100130,100,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,10,2,pi0-adjust_bottle-fixed64-800baf80-v1::ep000010_q002_reset100100156,100,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,11,2,pi0-adjust_bottle-fixed64-800baf80-v1::ep000011_q002_reset100100148,100,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,12,2,pi0-adjust_bottle-fixed64-800baf80-v1::ep000012_q002_reset100100091,100,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,13,2,pi0-adjust_bottle-fixed64-800baf80-v1::ep000013_q002_reset100100085,100,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,14,2,pi0-adjust_bottle-fixed64-800baf80-v1::ep000014_q002_reset100100013,100,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,15,2,pi0-adjust_bottle-fixed64-800baf80-v1::ep000015_q002_reset100100034,100,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,0,3,pi0-adjust_bottle-fixed64-800baf80-v1::ep000000_q003_reset100100052,150,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,1,3,pi0-adjust_bottle-fixed64-800baf80-v1::ep000001_q003_reset100100066,150,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,2,3,pi0-adjust_bottle-fixed64-800baf80-v1::ep000002_q003_reset100100113,150,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,3,3,pi0-adjust_bottle-fixed64-800baf80-v1::ep000003_q003_reset100100088,150,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,4,3,pi0-adjust_bottle-fixed64-800baf80-v1::ep000004_q003_reset100100043,150,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,5,3,pi0-adjust_bottle-fixed64-800baf80-v1::ep000005_q003_reset100100081,150,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,6,3,pi0-adjust_bottle-fixed64-800baf80-v1::ep000006_q003_reset100100144,150,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,7,3,pi0-adjust_bottle-fixed64-800baf80-v1::ep000007_q003_reset100100098,150,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,8,3,pi0-adjust_bottle-fixed64-800baf80-v1::ep000008_q003_reset100100058,150,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,9,3,pi0-adjust_bottle-fixed64-800baf80-v1::ep000009_q003_reset100100130,150,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,10,3,pi0-adjust_bottle-fixed64-800baf80-v1::ep000010_q003_reset100100156,150,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,11,3,pi0-adjust_bottle-fixed64-800baf80-v1::ep000011_q003_reset100100148,150,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,12,3,pi0-adjust_bottle-fixed64-800baf80-v1::ep000012_q003_reset100100091,150,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,13,3,pi0-adjust_bottle-fixed64-800baf80-v1::ep000013_q003_reset100100085,150,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,14,3,pi0-adjust_bottle-fixed64-800baf80-v1::ep000014_q003_reset100100013,150,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,15,3,pi0-adjust_bottle-fixed64-800baf80-v1::ep000015_q003_reset100100034,150,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,16,0,pi0-adjust_bottle-fixed64-800baf80-v1::ep000016_q000_reset100100173,0,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,17,0,pi0-adjust_bottle-fixed64-800baf80-v1::ep000017_q000_reset100100065,0,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,18,0,pi0-adjust_bottle-fixed64-800baf80-v1::ep000018_q000_reset100100076,0,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,19,0,pi0-adjust_bottle-fixed64-800baf80-v1::ep000019_q000_reset100100057,0,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,20,0,pi0-adjust_bottle-fixed64-800baf80-v1::ep000020_q000_reset100100035,0,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,21,0,pi0-adjust_bottle-fixed64-800baf80-v1::ep000021_q000_reset100100070,0,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,22,0,pi0-adjust_bottle-fixed64-800baf80-v1::ep000022_q000_reset100100119,0,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,23,0,pi0-adjust_bottle-fixed64-800baf80-v1::ep000023_q000_reset100100174,0,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,24,0,pi0-adjust_bottle-fixed64-800baf80-v1::ep000024_q000_reset100100090,0,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,25,0,pi0-adjust_bottle-fixed64-800baf80-v1::ep000025_q000_reset100100118,0,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,26,0,pi0-adjust_bottle-fixed64-800baf80-v1::ep000026_q000_reset100100165,0,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,27,0,pi0-adjust_bottle-fixed64-800baf80-v1::ep000027_q000_reset100100045,0,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,28,0,pi0-adjust_bottle-fixed64-800baf80-v1::ep000028_q000_reset100100154,0,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,29,0,pi0-adjust_bottle-fixed64-800baf80-v1::ep000029_q000_reset100100108,0,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,30,0,pi0-adjust_bottle-fixed64-800baf80-v1::ep000030_q000_reset100100093,0,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,31,0,pi0-adjust_bottle-fixed64-800baf80-v1::ep000031_q000_reset100100096,0,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,16,1,pi0-adjust_bottle-fixed64-800baf80-v1::ep000016_q001_reset100100173,50,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,17,1,pi0-adjust_bottle-fixed64-800baf80-v1::ep000017_q001_reset100100065,50,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,18,1,pi0-adjust_bottle-fixed64-800baf80-v1::ep000018_q001_reset100100076,50,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,19,1,pi0-adjust_bottle-fixed64-800baf80-v1::ep000019_q001_reset100100057,50,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,20,1,pi0-adjust_bottle-fixed64-800baf80-v1::ep000020_q001_reset100100035,50,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,21,1,pi0-adjust_bottle-fixed64-800baf80-v1::ep000021_q001_reset100100070,50,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,22,1,pi0-adjust_bottle-fixed64-800baf80-v1::ep000022_q001_reset100100119,50,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,23,1,pi0-adjust_bottle-fixed64-800baf80-v1::ep000023_q001_reset100100174,50,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,24,1,pi0-adjust_bottle-fixed64-800baf80-v1::ep000024_q001_reset100100090,50,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,25,1,pi0-adjust_bottle-fixed64-800baf80-v1::ep000025_q001_reset100100118,50,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,26,1,pi0-adjust_bottle-fixed64-800baf80-v1::ep000026_q001_reset100100165,50,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,27,1,pi0-adjust_bottle-fixed64-800baf80-v1::ep000027_q001_reset100100045,50,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,28,1,pi0-adjust_bottle-fixed64-800baf80-v1::ep000028_q001_reset100100154,50,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,29,1,pi0-adjust_bottle-fixed64-800baf80-v1::ep000029_q001_reset100100108,50,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,30,1,pi0-adjust_bottle-fixed64-800baf80-v1::ep000030_q001_reset100100093,50,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,31,1,pi0-adjust_bottle-fixed64-800baf80-v1::ep000031_q001_reset100100096,50,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,16,2,pi0-adjust_bottle-fixed64-800baf80-v1::ep000016_q002_reset100100173,100,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,17,2,pi0-adjust_bottle-fixed64-800baf80-v1::ep000017_q002_reset100100065,100,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,18,2,pi0-adjust_bottle-fixed64-800baf80-v1::ep000018_q002_reset100100076,100,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,19,2,pi0-adjust_bottle-fixed64-800baf80-v1::ep000019_q002_reset100100057,100,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,20,2,pi0-adjust_bottle-fixed64-800baf80-v1::ep000020_q002_reset100100035,100,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,21,2,pi0-adjust_bottle-fixed64-800baf80-v1::ep000021_q002_reset100100070,100,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,22,2,pi0-adjust_bottle-fixed64-800baf80-v1::ep000022_q002_reset100100119,100,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,23,2,pi0-adjust_bottle-fixed64-800baf80-v1::ep000023_q002_reset100100174,100,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,24,2,pi0-adjust_bottle-fixed64-800baf80-v1::ep000024_q002_reset100100090,100,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,25,2,pi0-adjust_bottle-fixed64-800baf80-v1::ep000025_q002_reset100100118,100,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,26,2,pi0-adjust_bottle-fixed64-800baf80-v1::ep000026_q002_reset100100165,100,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,27,2,pi0-adjust_bottle-fixed64-800baf80-v1::ep000027_q002_reset100100045,100,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,28,2,pi0-adjust_bottle-fixed64-800baf80-v1::ep000028_q002_reset100100154,100,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,29,2,pi0-adjust_bottle-fixed64-800baf80-v1::ep000029_q002_reset100100108,100,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,30,2,pi0-adjust_bottle-fixed64-800baf80-v1::ep000030_q002_reset100100093,100,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,31,2,pi0-adjust_bottle-fixed64-800baf80-v1::ep000031_q002_reset100100096,100,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,16,3,pi0-adjust_bottle-fixed64-800baf80-v1::ep000016_q003_reset100100173,150,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,17,3,pi0-adjust_bottle-fixed64-800baf80-v1::ep000017_q003_reset100100065,150,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,18,3,pi0-adjust_bottle-fixed64-800baf80-v1::ep000018_q003_reset100100076,150,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,19,3,pi0-adjust_bottle-fixed64-800baf80-v1::ep000019_q003_reset100100057,150,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,20,3,pi0-adjust_bottle-fixed64-800baf80-v1::ep000020_q003_reset100100035,150,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,21,3,pi0-adjust_bottle-fixed64-800baf80-v1::ep000021_q003_reset100100070,150,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,22,3,pi0-adjust_bottle-fixed64-800baf80-v1::ep000022_q003_reset100100119,150,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,23,3,pi0-adjust_bottle-fixed64-800baf80-v1::ep000023_q003_reset100100174,150,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,24,3,pi0-adjust_bottle-fixed64-800baf80-v1::ep000024_q003_reset100100090,150,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,25,3,pi0-adjust_bottle-fixed64-800baf80-v1::ep000025_q003_reset100100118,150,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,26,3,pi0-adjust_bottle-fixed64-800baf80-v1::ep000026_q003_reset100100165,150,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,27,3,pi0-adjust_bottle-fixed64-800baf80-v1::ep000027_q003_reset100100045,150,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,28,3,pi0-adjust_bottle-fixed64-800baf80-v1::ep000028_q003_reset100100154,150,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,29,3,pi0-adjust_bottle-fixed64-800baf80-v1::ep000029_q003_reset100100108,150,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,30,3,pi0-adjust_bottle-fixed64-800baf80-v1::ep000030_q003_reset100100093,150,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,31,3,pi0-adjust_bottle-fixed64-800baf80-v1::ep000031_q003_reset100100096,150,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,32,0,pi0-adjust_bottle-fixed64-800baf80-v1::ep000032_q000_reset100100050,0,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,33,0,pi0-adjust_bottle-fixed64-800baf80-v1::ep000033_q000_reset100100005,0,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,34,0,pi0-adjust_bottle-fixed64-800baf80-v1::ep000034_q000_reset100100122,0,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,35,0,pi0-adjust_bottle-fixed64-800baf80-v1::ep000035_q000_reset100100008,0,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,36,0,pi0-adjust_bottle-fixed64-800baf80-v1::ep000036_q000_reset100100092,0,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,37,0,pi0-adjust_bottle-fixed64-800baf80-v1::ep000037_q000_reset100100133,0,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,38,0,pi0-adjust_bottle-fixed64-800baf80-v1::ep000038_q000_reset100100157,0,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,39,0,pi0-adjust_bottle-fixed64-800baf80-v1::ep000039_q000_reset100100152,0,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,40,0,pi0-adjust_bottle-fixed64-800baf80-v1::ep000040_q000_reset100100073,0,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,41,0,pi0-adjust_bottle-fixed64-800baf80-v1::ep000041_q000_reset100100074,0,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,42,0,pi0-adjust_bottle-fixed64-800baf80-v1::ep000042_q000_reset100100168,0,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,43,0,pi0-adjust_bottle-fixed64-800baf80-v1::ep000043_q000_reset100100051,0,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,44,0,pi0-adjust_bottle-fixed64-800baf80-v1::ep000044_q000_reset100100151,0,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,45,0,pi0-adjust_bottle-fixed64-800baf80-v1::ep000045_q000_reset100100046,0,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,46,0,pi0-adjust_bottle-fixed64-800baf80-v1::ep000046_q000_reset100100141,0,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,47,0,pi0-adjust_bottle-fixed64-800baf80-v1::ep000047_q000_reset100100137,0,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,32,1,pi0-adjust_bottle-fixed64-800baf80-v1::ep000032_q001_reset100100050,50,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,33,1,pi0-adjust_bottle-fixed64-800baf80-v1::ep000033_q001_reset100100005,50,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,34,1,pi0-adjust_bottle-fixed64-800baf80-v1::ep000034_q001_reset100100122,50,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,35,1,pi0-adjust_bottle-fixed64-800baf80-v1::ep000035_q001_reset100100008,50,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,36,1,pi0-adjust_bottle-fixed64-800baf80-v1::ep000036_q001_reset100100092,50,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,37,1,pi0-adjust_bottle-fixed64-800baf80-v1::ep000037_q001_reset100100133,50,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,38,1,pi0-adjust_bottle-fixed64-800baf80-v1::ep000038_q001_reset100100157,50,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,39,1,pi0-adjust_bottle-fixed64-800baf80-v1::ep000039_q001_reset100100152,50,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,40,1,pi0-adjust_bottle-fixed64-800baf80-v1::ep000040_q001_reset100100073,50,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,41,1,pi0-adjust_bottle-fixed64-800baf80-v1::ep000041_q001_reset100100074,50,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,42,1,pi0-adjust_bottle-fixed64-800baf80-v1::ep000042_q001_reset100100168,50,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,43,1,pi0-adjust_bottle-fixed64-800baf80-v1::ep000043_q001_reset100100051,50,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,44,1,pi0-adjust_bottle-fixed64-800baf80-v1::ep000044_q001_reset100100151,50,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,45,1,pi0-adjust_bottle-fixed64-800baf80-v1::ep000045_q001_reset100100046,50,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,46,1,pi0-adjust_bottle-fixed64-800baf80-v1::ep000046_q001_reset100100141,50,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,47,1,pi0-adjust_bottle-fixed64-800baf80-v1::ep000047_q001_reset100100137,50,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,32,2,pi0-adjust_bottle-fixed64-800baf80-v1::ep000032_q002_reset100100050,100,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,33,2,pi0-adjust_bottle-fixed64-800baf80-v1::ep000033_q002_reset100100005,100,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,34,2,pi0-adjust_bottle-fixed64-800baf80-v1::ep000034_q002_reset100100122,100,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,35,2,pi0-adjust_bottle-fixed64-800baf80-v1::ep000035_q002_reset100100008,100,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,36,2,pi0-adjust_bottle-fixed64-800baf80-v1::ep000036_q002_reset100100092,100,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,37,2,pi0-adjust_bottle-fixed64-800baf80-v1::ep000037_q002_reset100100133,100,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,38,2,pi0-adjust_bottle-fixed64-800baf80-v1::ep000038_q002_reset100100157,100,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,39,2,pi0-adjust_bottle-fixed64-800baf80-v1::ep000039_q002_reset100100152,100,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,40,2,pi0-adjust_bottle-fixed64-800baf80-v1::ep000040_q002_reset100100073,100,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,41,2,pi0-adjust_bottle-fixed64-800baf80-v1::ep000041_q002_reset100100074,100,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,42,2,pi0-adjust_bottle-fixed64-800baf80-v1::ep000042_q002_reset100100168,100,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,43,2,pi0-adjust_bottle-fixed64-800baf80-v1::ep000043_q002_reset100100051,100,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,44,2,pi0-adjust_bottle-fixed64-800baf80-v1::ep000044_q002_reset100100151,100,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,45,2,pi0-adjust_bottle-fixed64-800baf80-v1::ep000045_q002_reset100100046,100,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,46,2,pi0-adjust_bottle-fixed64-800baf80-v1::ep000046_q002_reset100100141,100,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,47,2,pi0-adjust_bottle-fixed64-800baf80-v1::ep000047_q002_reset100100137,100,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,32,3,pi0-adjust_bottle-fixed64-800baf80-v1::ep000032_q003_reset100100050,150,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,33,3,pi0-adjust_bottle-fixed64-800baf80-v1::ep000033_q003_reset100100005,150,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,34,3,pi0-adjust_bottle-fixed64-800baf80-v1::ep000034_q003_reset100100122,150,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,35,3,pi0-adjust_bottle-fixed64-800baf80-v1::ep000035_q003_reset100100008,150,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,36,3,pi0-adjust_bottle-fixed64-800baf80-v1::ep000036_q003_reset100100092,150,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,37,3,pi0-adjust_bottle-fixed64-800baf80-v1::ep000037_q003_reset100100133,150,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,38,3,pi0-adjust_bottle-fixed64-800baf80-v1::ep000038_q003_reset100100157,150,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,39,3,pi0-adjust_bottle-fixed64-800baf80-v1::ep000039_q003_reset100100152,150,,,,,
pi0-adjust_bottle-fixed64-800baf80-v1,40,3,pi0-adjust_bottle-fixed64-800baf80-v1::ep000040_q003_reset100100073,150,,,,,
