array_row,h,query_uid,episode_idx,query_idx,action_slot_start,reset_id,success,V_L2,log10_V_L2,V_L3,log10_V_L3,V_L4,log10_V_L4
0,22,ep000000_q000_reset100100052,0,0,0,100100052,True,0.0071762465,-2.1441028,0.017841656,-1.7485648,0.12378545,-0.9073304
0,23,ep000000_q000_reset100100052,0,0,0,100100052,True,0.008247862,-2.083659,0.027652942,-1.5582588,0.16220966,-0.7899233
0,24,ep000000_q000_reset100100052,0,0,0,100100052,True,0.0037438953,-2.4266765,0.017038727,-1.7685629,0.20424427,-0.68985015
0,25,ep000000_q000_reset100100052,0,0,0,100100052,True,0.0022433316,-2.6491065,0.014751751,-1.8311565,0.15833694,-0.8004178
0,26,ep000000_q000_reset100100052,0,0,0,100100052,True,0.0034649812,-2.4602993,0.021837203,-1.660803,0.20496298,-0.6883246
0,27,ep000000_q000_reset100100052,0,0,0,100100052,True,0.0019882666,-2.7015254,0.01617699,-1.7911023,0.19246365,-0.71565133
0,28,ep000000_q000_reset100100052,0,0,0,100100052,True,0.0023839886,-2.622696,0.023415685,-1.6304932,0.20584172,-0.68646663
0,29,ep000000_q000_reset100100052,0,0,0,100100052,True,0.0021635052,-2.6648421,0.013982535,-1.8544141,0.19648542,-0.7066697
0,30,ep000000_q000_reset100100052,0,0,0,100100052,True,0.001881596,-2.7254736,0.011628947,-1.9344598,0.1907504,-0.7195346
0,31,ep000000_q000_reset100100052,0,0,0,100100052,True,0.0016660284,-2.7783177,0.009372541,-2.028143,0.20548227,-0.68722564
0,32,ep000000_q000_reset100100052,0,0,0,100100052,True,0.0029810523,-2.5256305,0.02296864,-1.6388648,0.20964067,-0.6785245
0,33,ep000000_q000_reset100100052,0,0,0,100100052,True,0.002912999,-2.5356598,0.01299034,-1.8863795,0.20930453,-0.6792214
0,34,ep000000_q000_reset100100052,0,0,0,100100052,True,0.0021855212,-2.660445,0.009770393,-2.0100882,0.19569966,-0.70840997
0,35,ep000000_q000_reset100100052,0,0,0,100100052,True,0.0015964848,-2.7968352,0.009182177,-2.0370545,0.19043536,-0.72025245
0,36,ep000000_q000_reset100100052,0,0,0,100100052,True,0.0028022877,-2.5524874,0.009544723,-2.020237,0.18595089,-0.7306017
0,37,ep000000_q000_reset100100052,0,0,0,100100052,True,0.0031037114,-2.5081189,0.011564417,-1.9368764,0.19361362,-0.71306413
0,38,ep000000_q000_reset100100052,0,0,0,100100052,True,0.002118275,-2.6740177,0.008743495,-2.058315,0.16709867,-0.777027
0,39,ep000000_q000_reset100100052,0,0,0,100100052,True,0.0024584096,-2.6093457,0.00961363,-2.0171127,0.15966488,-0.7967906
0,40,ep000000_q000_reset100100052,0,0,0,100100052,True,0.0032888614,-2.4829545,0.015724266,-1.8034296,0.14260823,-0.8458554
0,41,ep000000_q000_reset100100052,0,0,0,100100052,True,0.0045568384,-2.3413365,0.017791033,-1.7497989,0.16054317,-0.79440814
0,42,ep000000_q000_reset100100052,0,0,0,100100052,True,0.0056119775,-2.2508843,0.02010011,-1.6968017,0.18237454,-0.7390358
0,43,ep000000_q000_reset100100052,0,0,0,100100052,True,0.0052676303,-2.278385,0.0227499,-1.6430205,0.19893499,-0.7012889
0,44,ep000000_q000_reset100100052,0,0,0,100100052,True,0.0056539867,-2.2476454,0.0258453,-1.5876185,0.1409253,-0.85101104
0,45,ep000000_q000_reset100100052,0,0,0,100100052,True,0.0041375235,-2.3832595,0.026919013,-1.5699409,0.14738998,-0.83153206
0,46,ep000000_q000_reset100100052,0,0,0,100100052,True,0.00508942,-2.2933319,0.030435935,-1.5166135,0.14600062,-0.8356453
0,47,ep000000_q000_reset100100052,0,0,0,100100052,True,0.0058882525,-2.2300138,0.029040463,-1.5369966,0.11874858,-0.9253716
0,48,ep000000_q000_reset100100052,0,0,0,100100052,True,0.005431156,-2.2651079,0.03352767,-1.4745967,0.1672367,-0.7766684
0,49,ep000000_q000_reset100100052,0,0,0,100100052,True,0.0075255428,-2.1234624,0.033727806,-1.472012,0.18800169,-0.72583824
8,0,ep000000_q001_reset100100052,0,1,50,100100052,True,0.0028610057,-2.5434813,0.010305204,-1.9869436,0.03770832,-1.4235629
8,1,ep000000_q001_reset100100052,0,1,50,100100052,True,0.0018922903,-2.7230122,0.005395793,-2.2679448,0.025955051,-1.5857782
8,2,ep000000_q001_reset100100052,0,1,50,100100052,True,0.0022032468,-2.656937,0.0065392223,-2.184474,0.029658008,-1.5278581
8,3,ep000000_q001_reset100100052,0,1,50,100100052,True,0.0020991554,-2.6779554,0.0062787416,-2.2021277,0.032323103,-1.4904871
8,4,ep000000_q001_reset100100052,0,1,50,100100052,True,0.0014906058,-2.8266373,0.005522624,-2.2578547,0.034026925,-1.4681774
8,5,ep000000_q001_reset100100052,0,1,50,100100052,True,0.0011091562,-2.9550076,0.005224818,-2.281929,0.04325007,-1.3640133
8,6,ep000000_q001_reset100100052,0,1,50,100100052,True,0.0017723918,-2.7514403,0.008433407,-2.073997,0.05620736,-1.2502068
8,7,ep000000_q001_reset100100052,0,1,50,100100052,True,0.0011325467,-2.945944,0.0051435563,-2.2887366,0.051109377,-1.2914995
8,8,ep000000_q001_reset100100052,0,1,50,100100052,True,0.001459127,-2.8359072,0.0060317907,-2.219554,0.05572169,-1.2539757
8,9,ep000000_q001_reset100100052,0,1,50,100100052,True,0.0015944142,-2.7973988,0.0069822688,-2.1560037,0.053490084,-1.2717267
8,10,ep000000_q001_reset100100052,0,1,50,100100052,True,0.0021513626,-2.6672864,0.010014718,-1.9993614,0.069195,-1.1599253
8,11,ep000000_q001_reset100100052,0,1,50,100100052,True,0.0016126728,-2.7924538,0.007121838,-2.147408,0.061168324,-1.2134734
8,12,ep000000_q001_reset100100052,0,1,50,100100052,True,0.0023647854,-2.6262083,0.010680082,-1.9714255,0.06947897,-1.1581467
8,13,ep000000_q001_reset100100052,0,1,50,100100052,True,0.0067007765,-2.173875,0.0137240365,-1.8625182,0.06603609,-1.1802187
8,14,ep000000_q001_reset100100052,0,1,50,100100052,True,0.008907777,-2.0502307,0.014575557,-1.8363749,0.059882283,-1.2227017
8,15,ep000000_q001_reset100100052,0,1,50,100100052,True,0.010475486,-1.979826,0.017279617,-1.762466,0.07492995,-1.1253446
8,16,ep000000_q001_reset100100052,0,1,50,100100052,True,0.012542516,-1.9016154,0.019408816,-1.712001,0.06455508,-1.1900697
8,17,ep000000_q001_reset100100052,0,1,50,100100052,True,0.00963031,-2.0163598,0.016891476,-1.7723324,0.07601351,-1.1191093
8,18,ep000000_q001_reset100100052,0,1,50,100100052,True,0.00656746,-2.1826026,0.01086424,-1.9640008,0.062954456,-1.2009736
8,19,ep000000_q001_reset100100052,0,1,50,100100052,True,0.005176662,-2.2859502,0.010853312,-1.9644378,0.067313105,-1.1719004
8,20,ep000000_q001_reset100100052,0,1,50,100100052,True,0.009343988,-2.0294678,0.01773386,-1.7511967,0.080744416,-1.0928875
8,21,ep000000_q001_reset100100052,0,1,50,100100052,True,0.0046633547,-2.3313017,0.0071033794,-2.1485353,0.05023508,-1.298993
8,22,ep000000_q001_reset100100052,0,1,50,100100052,True,0.0030211562,-2.519827,0.0056758076,-2.2459724,0.04488819,-1.347868
8,23,ep000000_q001_reset100100052,0,1,50,100100052,True,0.0018113548,-2.7419965,0.006657162,-2.176711,0.054209013,-1.2659285
8,24,ep000000_q001_reset100100052,0,1,50,100100052,True,0.0017131448,-2.766206,0.0060755266,-2.2164164,0.045558464,-1.341431
8,25,ep000000_q001_reset100100052,0,1,50,100100052,True,0.0024226317,-2.6157126,0.011594328,-1.9357545,0.08582257,-1.0663985
8,26,ep000000_q001_reset100100052,0,1,50,100100052,True,0.0012910082,-2.8890712,0.006576543,-2.1820025,0.06395391,-1.1941329
8,27,ep000000_q001_reset100100052,0,1,50,100100052,True,0.0031816685,-2.4973452,0.010229132,-1.9901614,0.054686714,-1.2621182
8,28,ep000000_q001_reset100100052,0,1,50,100100052,True,0.0026244624,-2.5809598,0.009806254,-2.008497,0.06694352,-1.1742915
8,29,ep000000_q001_reset100100052,0,1,50,100100052,True,0.0018166696,-2.740724,0.008360212,-2.0777829,0.06707452,-1.1734425
8,30,ep000000_q001_reset100100052,0,1,50,100100052,True,0.0024489127,-2.6110268,0.011781367,-1.9288044,0.08856664,-1.0527298
8,31,ep000000_q001_reset100100052,0,1,50,100100052,True,0.0023242785,-2.6337118,0.007898421,-2.10246,0.06371113,-1.1957848
8,32,ep000000_q001_reset100100052,0,1,50,100100052,True,0.0016271735,-2.788566,0.008407736,-2.0753212,0.082521416,-1.0834334
8,33,ep000000_q001_reset100100052,0,1,50,100100052,True,0.0020192459,-2.6948109,0.009393562,-2.02717,0.0719048,-1.1432421
8,34,ep000000_q001_reset100100052,0,1,50,100100052,True,0.001704109,-2.7685027,0.006080105,-2.216089,0.061030544,-1.2144529
8,35,ep000000_q001_reset100100052,0,1,50,100100052,True,0.0012227575,-2.91266,0.008729905,-2.0589907,0.09235154,-1.0345559
8,36,ep000000_q001_reset100100052,0,1,50,100100052,True,0.0016144454,-2.7919767,0.008204729,-2.0859358,0.084941,-1.0708827
8,37,ep000000_q001_reset100100052,0,1,50,100100052,True,0.0012197262,-2.9137378,0.0066607506,-2.176477,0.07740708,-1.1112194
8,38,ep000000_q001_reset100100052,0,1,50,100100052,True,0.0011981821,-2.9214773,0.007896369,-2.1025727,0.08752488,-1.0578685
8,39,ep000000_q001_reset100100052,0,1,50,100100052,True,0.0022323779,-2.6512322,0.016371138,-1.7859211,0.14724348,-0.8319639
8,40,ep000000_q001_reset100100052,0,1,50,100100052,True,0.00197761,-2.7038593,0.014275666,-1.8454037,0.13681999,-0.8638505
8,41,ep000000_q001_reset100100052,0,1,50,100100052,True,0.0033383342,-2.4764702,0.016721113,-1.7767348,0.12834574,-0.89161855
8,42,ep000000_q001_reset100100052,0,1,50,100100052,True,0.0039192624,-2.4067957,0.024615752,-1.6087871,0.18340987,-0.73657733
8,43,ep000000_q001_reset100100052,0,1,50,100100052,True,0.0028803267,-2.5405583,0.016663503,-1.7782338,0.13699959,-0.8632807
8,44,ep000000_q001_reset100100052,0,1,50,100100052,True,0.004594928,-2.3377213,0.023707619,-1.6251122,0.18224768,-0.739338
8,45,ep000000_q001_reset100100052,0,1,50,100100052,True,0.004558663,-2.3411627,0.02168478,-1.663845,0.1746966,-0.7577156
8,46,ep000000_q001_reset100100052,0,1,50,100100052,True,0.005612991,-2.2508059,0.0270361,-1.5680561,0.16013387,-0.79551685
8,47,ep000000_q001_reset100100052,0,1,50,100100052,True,0.0054176985,-2.2661853,0.027667161,-1.5580355,0.175902,-0.7547293
8,48,ep000000_q001_reset100100052,0,1,50,100100052,True,0.008160134,-2.0883029,0.038333118,-1.416426,0.20616116,-0.68579316
8,49,ep000000_q001_reset100100052,0,1,50,100100052,True,0.008377924,-2.0768638,0.036634438,-1.4361106,0.19692895,-0.70569044
16,0,ep000000_q002_reset100100052,0,2,100,100100052,True,0.0009662335,-3.014918,0.004072213,-2.3901696,0.02212406,-1.6551352
16,1,ep000000_q002_reset100100052,0,2,100,100100052,True,0.001188046,-2.9251668,0.004513742,-2.3454633,0.018626485,-1.7298691
16,2,ep000000_q002_reset100100052,0,2,100,100100052,True,0.0007222387,-3.1413193,0.00325622,-2.4872863,0.025211006,-1.5984099
16,3,ep000000_q002_reset100100052,0,2,100,100100052,True,0.0006508852,-3.1864958,0.0040360563,-2.394043,0.026763953,-1.5724498
16,4,ep000000_q002_reset100100052,0,2,100,100100052,True,0.0009830104,-3.007442,0.0055699022,-2.2541525,0.033443578,-1.4756874
16,5,ep000000_q002_reset100100052,0,2,100,100100052,True,0.0012928323,-2.888458,0.006935646,-2.1589134,0.04752243,-1.3231014
16,6,ep000000_q002_reset100100052,0,2,100,100100052,True,0.0013272393,-2.8770509,0.0041894834,-2.3778396,0.033579394,-1.4739273
16,7,ep000000_q002_reset100100052,0,2,100,100100052,True,0.0013348886,-2.874555,0.0041425005,-2.3827376,0.042369545,-1.3729463
16,8,ep000000_q002_reset100100052,0,2,100,100100052,True,0.0022095393,-2.6556983,0.0070360373,-2.152672,0.05304822,-1.2753292
16,9,ep000000_q002_reset100100052,0,2,100,100100052,True,0.0031529844,-2.5012784,0.009438003,-2.02512,0.060540665,-1.2179528
16,10,ep000000_q002_reset100100052,0,2,100,100100052,True,0.0016255907,-2.7889888,0.005049425,-2.2967582,0.038179494,-1.41817
16,11,ep000000_q002_reset100100052,0,2,100,100100052,True,0.0019051239,-2.7200768,0.005037945,-2.2977467,0.048748925,-1.312035
16,12,ep000000_q002_reset100100052,0,2,100,100100052,True,0.0038336576,-2.4163868,0.008872144,-2.0519717,0.04679901,-1.3297634
16,13,ep000000_q002_reset100100052,0,2,100,100100052,True,0.0014625436,-2.8348913,0.004803613,-2.318432,0.040686265,-1.3905523
16,14,ep000000_q002_reset100100052,0,2,100,100100052,True,0.002127561,-2.672118,0.00453389,-2.3435292,0.035695568,-1.4473858
16,15,ep000000_q002_reset100100052,0,2,100,100100052,True,0.0032130745,-2.4930794,0.008408432,-2.0752852,0.047641333,-1.3220161
16,16,ep000000_q002_reset100100052,0,2,100,100100052,True,0.0032501821,-2.4880924,0.0067818803,-2.1686502,0.046825226,-1.3295202
16,17,ep000000_q002_reset100100052,0,2,100,100100052,True,0.0046479637,-2.3327374,0.010226353,-1.9902794,0.043610256,-1.3604114
16,18,ep000000_q002_reset100100052,0,2,100,100100052,True,0.0064036036,-2.1935759,0.015736695,-1.8030865,0.038318407,-1.4165927
16,19,ep000000_q002_reset100100052,0,2,100,100100052,True,0.0051478622,-2.2883732,0.013854359,-1.8584136,0.030655006,-1.5134987
16,20,ep000000_q002_reset100100052,0,2,100,100100052,True,0.003559624,-2.448596,0.012806212,-1.8925793,0.059743088,-1.2237124
16,21,ep000000_q002_reset100100052,0,2,100,100100052,True,0.0041496507,-2.3819885,0.012320983,-1.9093547,0.037613597,-1.4246552
16,22,ep000000_q002_reset100100052,0,2,100,100100052,True,0.0020035403,-2.698202,0.00855614,-2.0677223,0.025253227,-1.5976832
16,23,ep000000_q002_reset100100052,0,2,100,100100052,True,0.0015914971,-2.7981942,0.009799484,-2.008797,0.030884212,-1.5102636
16,24,ep000000_q002_reset100100052,0,2,100,100100052,True,0.0022716373,-2.643661,0.012290727,-1.9104224,0.031329475,-1.504047
16,25,ep000000_q002_reset100100052,0,2,100,100100052,True,0.0026686483,-2.5737088,0.0106019005,-1.9746164,0.024540592,-1.610115
16,26,ep000000_q002_reset100100052,0,2,100,100100052,True,0.0022821622,-2.6416535,0.0077586463,-2.1102142,0.02618163,-1.5820034
16,27,ep000000_q002_reset100100052,0,2,100,100100052,True,0.00278618,-2.5549908,0.008341184,-2.0787725,0.020051332,-1.6978568
16,28,ep000000_q002_reset100100052,0,2,100,100100052,True,0.0020265721,-2.693238,0.009100427,-2.0409384,0.02375557,-1.6242347
16,29,ep000000_q002_reset100100052,0,2,100,100100052,True,0.002775369,-2.5566792,0.008376867,-2.0769186,0.01518804,-1.8184983
16,30,ep000000_q002_reset100100052,0,2,100,100100052,True,0.0027694886,-2.5576005,0.010676568,-1.9715685,0.027433721,-1.5617154
16,31,ep000000_q002_reset100100052,0,2,100,100100052,True,0.0032310893,-2.4906511,0.010848801,-1.9646184,0.022967406,-1.6388881
16,32,ep000000_q002_reset100100052,0,2,100,100100052,True,0.0029637218,-2.5281627,0.011648223,-1.9337405,0.02662559,-1.5747008
16,33,ep000000_q002_reset100100052,0,2,100,100100052,True,0.002886443,-2.539637,0.008011397,-2.096292,0.028920515,-1.538794
16,34,ep000000_q002_reset100100052,0,2,100,100100052,True,0.003437456,-2.463763,0.010155163,-1.9933133,0.03188365,-1.4964321
16,35,ep000000_q002_reset100100052,0,2,100,100100052,True,0.0025130082,-2.599806,0.009312243,-2.0309458,0.023243267,-1.6337029
16,36,ep000000_q002_reset100100052,0,2,100,100100052,True,0.003620191,-2.4412687,0.01152119,-1.9385028,0.03503814,-1.4554591
16,37,ep000000_q002_reset100100052,0,2,100,100100052,True,0.0016119541,-2.7926474,0.006837646,-2.1650937,0.024670292,-1.6078259
16,38,ep000000_q002_reset100100052,0,2,100,100100052,True,0.002333507,-2.631991,0.007311891,-2.1359706,0.022269621,-1.6522871
16,39,ep000000_q002_reset100100052,0,2,100,100100052,True,0.0019789021,-2.7035756,0.009147858,-2.0386808,0.027899953,-1.5543966
16,40,ep000000_q002_reset100100052,0,2,100,100100052,True,0.001270677,-2.895965,0.0043500685,-2.361504,0.022059709,-1.6564002
16,41,ep000000_q002_reset100100052,0,2,100,100100052,True,0.0027071915,-2.567481,0.0085546225,-2.0677993,0.031095881,-1.5072973
16,42,ep000000_q002_reset100100052,0,2,100,100100052,True,0.001572619,-2.8033764,0.0067924806,-2.1679718,0.03342947,-1.4758706
16,43,ep000000_q002_reset100100052,0,2,100,100100052,True,0.0019754802,-2.7043273,0.0076921,-2.1139553,0.036047526,-1.4431247
16,44,ep000000_q002_reset100100052,0,2,100,100100052,True,0.0019207234,-2.7165353,0.006230708,-2.2054627,0.022411678,-1.6495256
16,45,ep000000_q002_reset100100052,0,2,100,100100052,True,0.0020041019,-2.6980803,0.008301367,-2.0808506,0.034781802,-1.458648
16,46,ep000000_q002_reset100100052,0,2,100,100100052,True,0.003347125,-2.4753282,0.008066857,-2.0932958,0.024827775,-1.6050624
16,47,ep000000_q002_reset100100052,0,2,100,100100052,True,0.0049350983,-2.3067043,0.013365592,-1.8740119,0.03515081,-1.4540647
16,48,ep000000_q002_reset100100052,0,2,100,100100052,True,0.007255398,-2.139339,0.017117418,-1.7665617,0.02666708,-1.5740247
16,49,ep000000_q002_reset100100052,0,2,100,100100052,True,0.0112294555,-1.9496415,0.027941776,-1.5537461,0.055855926,-1.2529308
24,0,ep000000_q003_reset100100052,0,3,150,100100052,True,0.0011388804,-2.943522,0.00526227,-2.278827,0.040698726,-1.3904192
24,1,ep000000_q003_reset100100052,0,3,150,100100052,True,0.000592333,-3.2274342,0.0044045784,-2.3560958,0.02023027,-1.6939983
24,2,ep000000_q003_reset100100052,0,3,150,100100052,True,0.0011400337,-2.9430826,0.003977275,-2.4004145,0.01633106,-1.7869856
24,3,ep000000_q003_reset100100052,0,3,150,100100052,True,0.0009950771,-3.0021434,0.0041808044,-2.3787403,0.02259233,-1.646039
24,4,ep000000_q003_reset100100052,0,3,150,100100052,True,0.001988509,-2.7014725,0.007792521,-2.1083221,0.03365342,-1.4729708
24,5,ep000000_q003_reset100100052,0,3,150,100100052,True,0.0014185833,-2.8481452,0.0056484896,-2.2480679,0.024014965,-1.6195182
24,6,ep000000_q003_reset100100052,0,3,150,100100052,True,0.0016832544,-2.7738502,0.004683944,-2.3293884,0.017790342,-1.7498157
24,7,ep000000_q003_reset100100052,0,3,150,100100052,True,0.0015031337,-2.8230023,0.006325092,-2.1989334,0.023874978,-1.6220571
24,8,ep000000_q003_reset100100052,0,3,150,100100052,True,0.00103675,-2.9843261,0.0037352545,-2.42768,0.019132175,-1.7182357
24,9,ep000000_q003_reset100100052,0,3,150,100100052,True,0.0024221272,-2.615803,0.0063067977,-2.2001913,0.019804815,-1.7032292
24,10,ep000000_q003_reset100100052,0,3,150,100100052,True,0.002124393,-2.6727653,0.0063932,-2.1942818,0.024703717,-1.6072378
24,11,ep000000_q003_reset100100052,0,3,150,100100052,True,0.002395164,-2.6206648,0.0066586407,-2.1766145,0.01607774,-1.7937751
24,12,ep000000_q003_reset100100052,0,3,150,100100052,True,0.0010357224,-2.9847567,0.0037347027,-2.4277442,0.022650473,-1.6449227
24,13,ep000000_q003_reset100100052,0,3,150,100100052,True,0.0018274053,-2.7381651,0.005759717,-2.239599,0.029739976,-1.5266595
24,14,ep000000_q003_reset100100052,0,3,150,100100052,True,0.0017348351,-2.760742,0.007021867,-2.1535475,0.037920058,-1.4211311
24,15,ep000000_q003_reset100100052,0,3,150,100100052,True,0.0024911943,-2.6035924,0.011344165,-1.9452276,0.054409992,-1.2643214
24,16,ep000000_q003_reset100100052,0,3,150,100100052,True,0.001010392,-2.9955103,0.004102698,-2.3869305,0.027717538,-1.5572455
24,17,ep000000_q003_reset100100052,0,3,150,100100052,True,0.00078290066,-3.1062934,0.0033639148,-2.473155,0.027350059,-1.5630418
24,18,ep000000_q003_reset100100052,0,3,150,100100052,True,0.0015308061,-2.81508,0.004248426,-2.371772,0.028045204,-1.5521415
24,19,ep000000_q003_reset100100052,0,3,150,100100052,True,0.001624651,-2.78924,0.0051766518,-2.2859511,0.029619306,-1.5284252
24,20,ep000000_q003_reset100100052,0,3,150,100100052,True,0.0020350905,-2.6914163,0.0055201757,-2.258047,0.030692315,-1.5129704
24,21,ep000000_q003_reset100100052,0,3,150,100100052,True,0.001816774,-2.740699,0.0061298623,-2.2125494,0.031026334,-1.5082697
24,22,ep000000_q003_reset100100052,0,3,150,100100052,True,0.0019266694,-2.7151928,0.004292305,-2.3673096,0.023594918,-1.6271816
24,23,ep000000_q003_reset100100052,0,3,150,100100052,True,0.0012429766,-2.9055371,0.0034384169,-2.4636416,0.020177256,-1.6951379
24,24,ep000000_q003_reset100100052,0,3,150,100100052,True,0.0012468054,-2.9042015,0.0031710605,-2.4987955,0.019363768,-1.7130102
24,25,ep000000_q003_reset100100052,0,3,150,100100052,True,0.0020868855,-2.6805015,0.004363616,-2.3601537,0.023612715,-1.6268542
24,26,ep000000_q003_reset100100052,0,3,150,100100052,True,0.0016352228,-2.7864232,0.003236861,-2.489876,0.012149332,-1.9154476
24,27,ep000000_q003_reset100100052,0,3,150,100100052,True,0.001496431,-2.8249433,0.00387708,-2.4114954,0.02130898,-1.6714374
24,28,ep000000_q003_reset100100052,0,3,150,100100052,True,0.0015609652,-2.8066068,0.0042315456,-2.373501,0.023199396,-1.6345234
24,29,ep000000_q003_reset100100052,0,3,150,100100052,True,0.0025321338,-2.5965133,0.0048737098,-2.3121405,0.020087823,-1.6970671
24,30,ep000000_q003_reset100100052,0,3,150,100100052,True,0.0011477228,-2.9401631,0.0032484464,-2.4883244,0.019576373,-1.7082678
24,31,ep000000_q003_reset100100052,0,3,150,100100052,True,0.0013406352,-2.8726895,0.004741028,-2.3241277,0.027043754,-1.5679331
24,32,ep000000_q003_reset100100052,0,3,150,100100052,True,0.0017606015,-2.754339,0.004753891,-2.3229508,0.024076967,-1.6183983
24,33,ep000000_q003_reset100100052,0,3,150,100100052,True,0.0014863358,-2.827883,0.0038476437,-2.4148052,0.02324755,-1.6336229
24,34,ep000000_q003_reset100100052,0,3,150,100100052,True,0.0014580786,-2.8362193,0.004508232,-2.3459938,0.023450695,-1.6298444
24,35,ep000000_q003_reset100100052,0,3,150,100100052,True,0.0019999668,-2.6989772,0.0066584367,-2.1766279,0.033107158,-1.4800782
24,36,ep000000_q003_reset100100052,0,3,150,100100052,True,0.0020297323,-2.6925614,0.006675545,-2.1755135,0.032827508,-1.4837621
24,37,ep000000_q003_reset100100052,0,3,150,100100052,True,0.0015511136,-2.8093565,0.0045457263,-2.3423967,0.022055782,-1.6564776
24,38,ep000000_q003_reset100100052,0,3,150,100100052,True,0.0015308593,-2.8150647,0.005340908,-2.272385,0.026200054,-1.581698
24,39,ep000000_q003_reset100100052,0,3,150,100100052,True,0.001737539,-2.7600656,0.0051342594,-2.2895224,0.024672419,-1.6077883
24,40,ep000000_q003_reset100100052,0,3,150,100100052,True,0.0014040942,-2.852604,0.0034565518,-2.461357,0.016195223,-1.790613
24,41,ep000000_q003_reset100100052,0,3,150,100100052,True,0.0013955173,-2.855265,0.0055762874,-2.253655,0.022354592,-1.6506333
24,42,ep000000_q003_reset100100052,0,3,150,100100052,True,0.0009502087,-3.0221813,0.0039695553,-2.4012582,0.023301138,-1.632623
24,43,ep000000_q003_reset100100052,0,3,150,100100052,True,0.0017181113,-2.7649488,0.0049507725,-2.3053272,0.02843541,-1.5461407
24,44,ep000000_q003_reset100100052,0,3,150,100100052,True,0.0015057129,-2.822258,0.004238793,-2.372758,0.013737474,-1.8620932
24,45,ep000000_q003_reset100100052,0,3,150,100100052,True,0.0012120593,-2.9164762,0.0042124,-2.3754704,0.023355354,-1.6316136
24,46,ep000000_q003_reset100100052,0,3,150,100100052,True,0.0011078905,-2.9555035,0.0057421667,-2.2409244,0.02221832,-1.6532888
24,47,ep000000_q003_reset100100052,0,3,150,100100052,True,0.002164444,-2.6646538,0.0060216547,-2.2202842,0.030667514,-1.5133215
24,48,ep000000_q003_reset100100052,0,3,150,100100052,True,0.0020738353,-2.6832259,0.0064952234,-2.187406,0.030568259,-1.5147294
