trace_row,query_uid,episode_idx,eval_epoch,query_idx,action_slot_start,source_env_rank,stage_id,local_env_slot,reset_id,rollout_rank,video_worker_seed,video_index,video_tile_index,video_pre_frame,video_post_frame,video_relpath,success_before,head_image_relpath,left_wrist_image_relpath,right_wrist_image_relpath
10,ep000026_q000_reset100100165,26,0,0,0,1,0,10,100100165,1,1,0,10,0,1,seed_1/0.mp4,False,query_images/rollout_rank01/ep000026_q000_reset100100165__head.png,query_images/rollout_rank01/ep000026_q000_reset100100165__left_wrist.png,query_images/rollout_rank01/ep000026_q000_reset100100165__right_wrist.png
11,ep000027_q000_reset100100045,27,0,0,0,1,0,11,100100045,1,1,0,11,0,1,seed_1/0.mp4,False,query_images/rollout_rank01/ep000027_q000_reset100100045__head.png,query_images/rollout_rank01/ep000027_q000_reset100100045__left_wrist.png,query_images/rollout_rank01/ep000027_q000_reset100100045__right_wrist.png
12,ep000028_q000_reset100100154,28,0,0,0,1,0,12,100100154,1,1,0,12,0,1,seed_1/0.mp4,False,query_images/rollout_rank01/ep000028_q000_reset100100154__head.png,query_images/rollout_rank01/ep000028_q000_reset100100154__left_wrist.png,query_images/rollout_rank01/ep000028_q000_reset100100154__right_wrist.png
13,ep000029_q000_reset100100108,29,0,0,0,1,0,13,100100108,1,1,0,13,0,1,seed_1/0.mp4,False,query_images/rollout_rank01/ep000029_q000_reset100100108__head.png,query_images/rollout_rank01/ep000029_q000_reset100100108__left_wrist.png,query_images/rollout_rank01/ep000029_q000_reset100100108__right_wrist.png
14,ep000030_q000_reset100100093,30,0,0,0,1,0,14,100100093,1,1,0,14,0,1,seed_1/0.mp4,False,query_images/rollout_rank01/ep000030_q000_reset100100093__head.png,query_images/rollout_rank01/ep000030_q000_reset100100093__left_wrist.png,query_images/rollout_rank01/ep000030_q000_reset100100093__right_wrist.png
15,ep000031_q000_reset100100096,31,0,0,0,1,0,15,100100096,1,1,0,15,0,1,seed_1/0.mp4,False,query_images/rollout_rank01/ep000031_q000_reset100100096__head.png,query_images/rollout_rank01/ep000031_q000_reset100100096__left_wrist.png,query_images/rollout_rank01/ep000031_q000_reset100100096__right_wrist.png
16,ep000016_q001_reset100100173,16,0,1,50,1,0,0,100100173,1,1,0,0,1,2,seed_1/0.mp4,False,query_images/rollout_rank01/ep000016_q001_reset100100173__head.png,query_images/rollout_rank01/ep000016_q001_reset100100173__left_wrist.png,query_images/rollout_rank01/ep000016_q001_reset100100173__right_wrist.png
17,ep000017_q001_reset100100065,17,0,1,50,1,0,1,100100065,1,1,0,1,1,2,seed_1/0.mp4,False,query_images/rollout_rank01/ep000017_q001_reset100100065__head.png,query_images/rollout_rank01/ep000017_q001_reset100100065__left_wrist.png,query_images/rollout_rank01/ep000017_q001_reset100100065__right_wrist.png
18,ep000018_q001_reset100100076,18,0,1,50,1,0,2,100100076,1,1,0,2,1,2,seed_1/0.mp4,False,query_images/rollout_rank01/ep000018_q001_reset100100076__head.png,query_images/rollout_rank01/ep000018_q001_reset100100076__left_wrist.png,query_images/rollout_rank01/ep000018_q001_reset100100076__right_wrist.png
19,ep000019_q001_reset100100057,19,0,1,50,1,0,3,100100057,1,1,0,3,1,2,seed_1/0.mp4,False,query_images/rollout_rank01/ep000019_q001_reset100100057__head.png,query_images/rollout_rank01/ep000019_q001_reset100100057__left_wrist.png,query_images/rollout_rank01/ep000019_q001_reset100100057__right_wrist.png
20,ep000020_q001_reset100100035,20,0,1,50,1,0,4,100100035,1,1,0,4,1,2,seed_1/0.mp4,False,query_images/rollout_rank01/ep000020_q001_reset100100035__head.png,query_images/rollout_rank01/ep000020_q001_reset100100035__left_wrist.png,query_images/rollout_rank01/ep000020_q001_reset100100035__right_wrist.png
21,ep000021_q001_reset100100070,21,0,1,50,1,0,5,100100070,1,1,0,5,1,2,seed_1/0.mp4,False,query_images/rollout_rank01/ep000021_q001_reset100100070__head.png,query_images/rollout_rank01/ep000021_q001_reset100100070__left_wrist.png,query_images/rollout_rank01/ep000021_q001_reset100100070__right_wrist.png
22,ep000022_q001_reset100100119,22,0,1,50,1,0,6,100100119,1,1,0,6,1,2,seed_1/0.mp4,False,query_images/rollout_rank01/ep000022_q001_reset100100119__head.png,query_images/rollout_rank01/ep000022_q001_reset100100119__left_wrist.png,query_images/rollout_rank01/ep000022_q001_reset100100119__right_wrist.png
23,ep000023_q001_reset100100174,23,0,1,50,1,0,7,100100174,1,1,0,7,1,2,seed_1/0.mp4,False,query_images/rollout_rank01/ep000023_q001_reset100100174__head.png,query_images/rollout_rank01/ep000023_q001_reset100100174__left_wrist.png,query_images/rollout_rank01/ep000023_q001_reset100100174__right_wrist.png
24,ep000024_q001_reset100100090,24,0,1,50,1,0,8,100100090,1,1,0,8,1,2,seed_1/0.mp4,False,query_images/rollout_rank01/ep000024_q001_reset100100090__head.png,query_images/rollout_rank01/ep000024_q001_reset100100090__left_wrist.png,query_images/rollout_rank01/ep000024_q001_reset100100090__right_wrist.png
25,ep000025_q001_reset100100118,25,0,1,50,1,0,9,100100118,1,1,0,9,1,2,seed_1/0.mp4,False,query_images/rollout_rank01/ep000025_q001_reset100100118__head.png,query_images/rollout_rank01/ep000025_q001_reset100100118__left_wrist.png,query_images/rollout_rank01/ep000025_q001_reset100100118__right_wrist.png
26,ep000026_q001_reset100100165,26,0,1,50,1,0,10,100100165,1,1,0,10,1,2,seed_1/0.mp4,False,query_images/rollout_rank01/ep000026_q001_reset100100165__head.png,query_images/rollout_rank01/ep000026_q001_reset100100165__left_wrist.png,query_images/rollout_rank01/ep000026_q001_reset100100165__right_wrist.png
27,ep000027_q001_reset100100045,27,0,1,50,1,0,11,100100045,1,1,0,11,1,2,seed_1/0.mp4,False,query_images/rollout_rank01/ep000027_q001_reset100100045__head.png,query_images/rollout_rank01/ep000027_q001_reset100100045__left_wrist.png,query_images/rollout_rank01/ep000027_q001_reset100100045__right_wrist.png
28,ep000028_q001_reset100100154,28,0,1,50,1,0,12,100100154,1,1,0,12,1,2,seed_1/0.mp4,False,query_images/rollout_rank01/ep000028_q001_reset100100154__head.png,query_images/rollout_rank01/ep000028_q001_reset100100154__left_wrist.png,query_images/rollout_rank01/ep000028_q001_reset100100154__right_wrist.png
29,ep000029_q001_reset100100108,29,0,1,50,1,0,13,100100108,1,1,0,13,1,2,seed_1/0.mp4,False,query_images/rollout_rank01/ep000029_q001_reset100100108__head.png,query_images/rollout_rank01/ep000029_q001_reset100100108__left_wrist.png,query_images/rollout_rank01/ep000029_q001_reset100100108__right_wrist.png
30,ep000030_q001_reset100100093,30,0,1,50,1,0,14,100100093,1,1,0,14,1,2,seed_1/0.mp4,False,query_images/rollout_rank01/ep000030_q001_reset100100093__head.png,query_images/rollout_rank01/ep000030_q001_reset100100093__left_wrist.png,query_images/rollout_rank01/ep000030_q001_reset100100093__right_wrist.png
31,ep000031_q001_reset100100096,31,0,1,50,1,0,15,100100096,1,1,0,15,1,2,seed_1/0.mp4,False,query_images/rollout_rank01/ep000031_q001_reset100100096__head.png,query_images/rollout_rank01/ep000031_q001_reset100100096__left_wrist.png,query_images/rollout_rank01/ep000031_q001_reset100100096__right_wrist.png
32,ep000016_q002_reset100100173,16,0,2,100,1,0,0,100100173,1,1,0,0,2,3,seed_1/0.mp4,False,query_images/rollout_rank01/ep000016_q002_reset100100173__head.png,query_images/rollout_rank01/ep000016_q002_reset100100173__left_wrist.png,query_images/rollout_rank01/ep000016_q002_reset100100173__right_wrist.png
33,ep000017_q002_reset100100065,17,0,2,100,1,0,1,100100065,1,1,0,1,2,3,seed_1/0.mp4,False,query_images/rollout_rank01/ep000017_q002_reset100100065__head.png,query_images/rollout_rank01/ep000017_q002_reset100100065__left_wrist.png,query_images/rollout_rank01/ep000017_q002_reset100100065__right_wrist.png
34,ep000018_q002_reset100100076,18,0,2,100,1,0,2,100100076,1,1,0,2,2,3,seed_1/0.mp4,False,query_images/rollout_rank01/ep000018_q002_reset100100076__head.png,query_images/rollout_rank01/ep000018_q002_reset100100076__left_wrist.png,query_images/rollout_rank01/ep000018_q002_reset100100076__right_wrist.png
35,ep000019_q002_reset100100057,19,0,2,100,1,0,3,100100057,1,1,0,3,2,3,seed_1/0.mp4,False,query_images/rollout_rank01/ep000019_q002_reset100100057__head.png,query_images/rollout_rank01/ep000019_q002_reset100100057__left_wrist.png,query_images/rollout_rank01/ep000019_q002_reset100100057__right_wrist.png
36,ep000020_q002_reset100100035,20,0,2,100,1,0,4,100100035,1,1,0,4,2,3,seed_1/0.mp4,False,query_images/rollout_rank01/ep000020_q002_reset100100035__head.png,query_images/rollout_rank01/ep000020_q002_reset100100035__left_wrist.png,query_images/rollout_rank01/ep000020_q002_reset100100035__right_wrist.png
37,ep000021_q002_reset100100070,21,0,2,100,1,0,5,100100070,1,1,0,5,2,3,seed_1/0.mp4,False,query_images/rollout_rank01/ep000021_q002_reset100100070__head.png,query_images/rollout_rank01/ep000021_q002_reset100100070__left_wrist.png,query_images/rollout_rank01/ep000021_q002_reset100100070__right_wrist.png
38,ep000022_q002_reset100100119,22,0,2,100,1,0,6,100100119,1,1,0,6,2,3,seed_1/0.mp4,False,query_images/rollout_rank01/ep000022_q002_reset100100119__head.png,query_images/rollout_rank01/ep000022_q002_reset100100119__left_wrist.png,query_images/rollout_rank01/ep000022_q002_reset100100119__right_wrist.png
39,ep000023_q002_reset100100174,23,0,2,100,1,0,7,100100174,1,1,0,7,2,3,seed_1/0.mp4,False,query_images/rollout_rank01/ep000023_q002_reset100100174__head.png,query_images/rollout_rank01/ep000023_q002_reset100100174__left_wrist.png,query_images/rollout_rank01/ep000023_q002_reset100100174__right_wrist.png
40,ep000024_q002_reset100100090,24,0,2,100,1,0,8,100100090,1,1,0,8,2,3,seed_1/0.mp4,False,query_images/rollout_rank01/ep000024_q002_reset100100090__head.png,query_images/rollout_rank01/ep000024_q002_reset100100090__left_wrist.png,query_images/rollout_rank01/ep000024_q002_reset100100090__right_wrist.png
41,ep000025_q002_reset100100118,25,0,2,100,1,0,9,100100118,1,1,0,9,2,3,seed_1/0.mp4,False,query_images/rollout_rank01/ep000025_q002_reset100100118__head.png,query_images/rollout_rank01/ep000025_q002_reset100100118__left_wrist.png,query_images/rollout_rank01/ep000025_q002_reset100100118__right_wrist.png
42,ep000026_q002_reset100100165,26,0,2,100,1,0,10,100100165,1,1,0,10,2,3,seed_1/0.mp4,False,query_images/rollout_rank01/ep000026_q002_reset100100165__head.png,query_images/rollout_rank01/ep000026_q002_reset100100165__left_wrist.png,query_images/rollout_rank01/ep000026_q002_reset100100165__right_wrist.png
43,ep000027_q002_reset100100045,27,0,2,100,1,0,11,100100045,1,1,0,11,2,3,seed_1/0.mp4,False,query_images/rollout_rank01/ep000027_q002_reset100100045__head.png,query_images/rollout_rank01/ep000027_q002_reset100100045__left_wrist.png,query_images/rollout_rank01/ep000027_q002_reset100100045__right_wrist.png
44,ep000028_q002_reset100100154,28,0,2,100,1,0,12,100100154,1,1,0,12,2,3,seed_1/0.mp4,False,query_images/rollout_rank01/ep000028_q002_reset100100154__head.png,query_images/rollout_rank01/ep000028_q002_reset100100154__left_wrist.png,query_images/rollout_rank01/ep000028_q002_reset100100154__right_wrist.png
45,ep000029_q002_reset100100108,29,0,2,100,1,0,13,100100108,1,1,0,13,2,3,seed_1/0.mp4,False,query_images/rollout_rank01/ep000029_q002_reset100100108__head.png,query_images/rollout_rank01/ep000029_q002_reset100100108__left_wrist.png,query_images/rollout_rank01/ep000029_q002_reset100100108__right_wrist.png
46,ep000030_q002_reset100100093,30,0,2,100,1,0,14,100100093,1,1,0,14,2,3,seed_1/0.mp4,False,query_images/rollout_rank01/ep000030_q002_reset100100093__head.png,query_images/rollout_rank01/ep000030_q002_reset100100093__left_wrist.png,query_images/rollout_rank01/ep000030_q002_reset100100093__right_wrist.png
47,ep000031_q002_reset100100096,31,0,2,100,1,0,15,100100096,1,1,0,15,2,3,seed_1/0.mp4,False,query_images/rollout_rank01/ep000031_q002_reset100100096__head.png,query_images/rollout_rank01/ep000031_q002_reset100100096__left_wrist.png,query_images/rollout_rank01/ep000031_q002_reset100100096__right_wrist.png
48,ep000016_q003_reset100100173,16,0,3,150,1,0,0,100100173,1,1,0,0,3,4,seed_1/0.mp4,False,query_images/rollout_rank01/ep000016_q003_reset100100173__head.png,query_images/rollout_rank01/ep000016_q003_reset100100173__left_wrist.png,query_images/rollout_rank01/ep000016_q003_reset100100173__right_wrist.png
49,ep000017_q003_reset100100065,17,0,3,150,1,0,1,100100065,1,1,0,1,3,4,seed_1/0.mp4,True,query_images/rollout_rank01/ep000017_q003_reset100100065__head.png,query_images/rollout_rank01/ep000017_q003_reset100100065__left_wrist.png,query_images/rollout_rank01/ep000017_q003_reset100100065__right_wrist.png
50,ep000018_q003_reset100100076,18,0,3,150,1,0,2,100100076,1,1,0,2,3,4,seed_1/0.mp4,True,query_images/rollout_rank01/ep000018_q003_reset100100076__head.png,query_images/rollout_rank01/ep000018_q003_reset100100076__left_wrist.png,query_images/rollout_rank01/ep000018_q003_reset100100076__right_wrist.png
51,ep000019_q003_reset100100057,19,0,3,150,1,0,3,100100057,1,1,0,3,3,4,seed_1/0.mp4,False,query_images/rollout_rank01/ep000019_q003_reset100100057__head.png,query_images/rollout_rank01/ep000019_q003_reset100100057__left_wrist.png,query_images/rollout_rank01/ep000019_q003_reset100100057__right_wrist.png
52,ep000020_q003_reset100100035,20,0,3,150,1,0,4,100100035,1,1,0,4,3,4,seed_1/0.mp4,True,query_images/rollout_rank01/ep000020_q003_reset100100035__head.png,query_images/rollout_rank01/ep000020_q003_reset100100035__left_wrist.png,query_images/rollout_rank01/ep000020_q003_reset100100035__right_wrist.png
53,ep000021_q003_reset100100070,21,0,3,150,1,0,5,100100070,1,1,0,5,3,4,seed_1/0.mp4,True,query_images/rollout_rank01/ep000021_q003_reset100100070__head.png,query_images/rollout_rank01/ep000021_q003_reset100100070__left_wrist.png,query_images/rollout_rank01/ep000021_q003_reset100100070__right_wrist.png
54,ep000022_q003_reset100100119,22,0,3,150,1,0,6,100100119,1,1,0,6,3,4,seed_1/0.mp4,True,query_images/rollout_rank01/ep000022_q003_reset100100119__head.png,query_images/rollout_rank01/ep000022_q003_reset100100119__left_wrist.png,query_images/rollout_rank01/ep000022_q003_reset100100119__right_wrist.png
55,ep000023_q003_reset100100174,23,0,3,150,1,0,7,100100174,1,1,0,7,3,4,seed_1/0.mp4,False,query_images/rollout_rank01/ep000023_q003_reset100100174__head.png,query_images/rollout_rank01/ep000023_q003_reset100100174__left_wrist.png,query_images/rollout_rank01/ep000023_q003_reset100100174__right_wrist.png
56,ep000024_q003_reset100100090,24,0,3,150,1,0,8,100100090,1,1,0,8,3,4,seed_1/0.mp4,True,query_images/rollout_rank01/ep000024_q003_reset100100090__head.png,query_images/rollout_rank01/ep000024_q003_reset100100090__left_wrist.png,query_images/rollout_rank01/ep000024_q003_reset100100090__right_wrist.png
57,ep000025_q003_reset100100118,25,0,3,150,1,0,9,100100118,1,1,0,9,3,4,seed_1/0.mp4,True,query_images/rollout_rank01/ep000025_q003_reset100100118__head.png,query_images/rollout_rank01/ep000025_q003_reset100100118__left_wrist.png,query_images/rollout_rank01/ep000025_q003_reset100100118__right_wrist.png
58,ep000026_q003_reset100100165,26,0,3,150,1,0,10,100100165,1,1,0,10,3,4,seed_1/0.mp4,True,query_images/rollout_rank01/ep000026_q003_reset100100165__head.png,query_images/rollout_rank01/ep000026_q003_reset100100165__left_wrist.png,query_images/rollout_rank01/ep000026_q003_reset100100165__right_wrist.png
59,ep000027_q003_reset100100045,27,0,3,150,1,0,11,100100045,1,1,0,11,3,4,seed_1/0.mp4,False,query_images/rollout_rank01/ep000027_q003_reset100100045__head.png,query_images/rollout_rank01/ep000027_q003_reset100100045__left_wrist.png,query_images/rollout_rank01/ep000027_q003_reset100100045__right_wrist.png
60,ep000028_q003_reset100100154,28,0,3,150,1,0,12,100100154,1,1,0,12,3,4,seed_1/0.mp4,False,query_images/rollout_rank01/ep000028_q003_reset100100154__head.png,query_images/rollout_rank01/ep000028_q003_reset100100154__left_wrist.png,query_images/rollout_rank01/ep000028_q003_reset100100154__right_wrist.png
61,ep000029_q003_reset100100108,29,0,3,150,1,0,13,100100108,1,1,0,13,3,4,seed_1/0.mp4,True,query_images/rollout_rank01/ep000029_q003_reset100100108__head.png,query_images/rollout_rank01/ep000029_q003_reset100100108__left_wrist.png,query_images/rollout_rank01/ep000029_q003_reset100100108__right_wrist.png
62,ep000030_q003_reset100100093,30,0,3,150,1,0,14,100100093,1,1,0,14,3,4,seed_1/0.mp4,True,query_images/rollout_rank01/ep000030_q003_reset100100093__head.png,query_images/rollout_rank01/ep000030_q003_reset100100093__left_wrist.png,query_images/rollout_rank01/ep000030_q003_reset100100093__right_wrist.png
63,ep000031_q003_reset100100096,31,0,3,150,1,0,15,100100096,1,1,0,15,3,4,seed_1/0.mp4,True,query_images/rollout_rank01/ep000031_q003_reset100100096__head.png,query_images/rollout_rank01/ep000031_q003_reset100100096__left_wrist.png,query_images/rollout_rank01/ep000031_q003_reset100100096__right_wrist.png
