step,elapsed,step_time_s,train_success,train_reward,eval_success,global_min_replay,actor_updates,critic_updates,update_step,ready_for_online,actor_grad_norm,critic_grad_norm,actor_loss,critic_loss,q_pi,bc_loss,baseline_count,baseline_frozen,mode_apply,log_v_mean,log_v_std,weight_mean,weight_median,weight_p05,weight_p95,weight_ess,top20_weight_mass,weight_h00,weight_h01,weight_h02,weight_h03,weight_h04,weight_h05,weight_h06,weight_h07,weight_h08,weight_h09,success_roll5,success_roll10
256,11:16:41,158.601,0.25,0.010625,,18100.0,363.0,725.0,113000.0,1.0,3.202,0.142,-0.024,0.00043,0.11,0.01,204000.0,1.0,1.0,-4.855,0.552,1.0,0.958,0.316,1.894,0.895,0.29,0.876,0.882,0.885,0.924,0.965,1.013,1.057,1.096,1.132,1.168,0.55,0.5125
257,11:19:12,158.571,0.5,0.02375,,18200.0,315.0,630.0,113000.0,1.0,3.203,0.162,-0.025,0.00041,0.11,0.01,204000.0,1.0,1.0,-4.858,0.551,0.998,0.955,0.317,1.894,0.895,0.29,0.875,0.881,0.885,0.922,0.965,1.012,1.055,1.094,1.128,1.164,0.575,0.525
258,11:21:38,158.522,0.75,0.033749998,,18200.0,280.0,560.0,114000.0,1.0,3.176,0.145,-0.026,0.00049,0.113,0.01,204000.0,1.0,1.0,-4.857,0.55,0.999,0.956,0.317,1.893,0.895,0.29,0.876,0.882,0.885,0.923,0.964,1.012,1.056,1.094,1.13,1.167,0.575,0.575
259,11:24:06,158.48,0.75,0.030624999,,18300.0,292.0,585.0,115000.0,1.0,3.188,0.16,-0.026,0.000518,0.112,0.01,204000.0,1.0,1.0,-4.856,0.552,0.999,0.956,0.316,1.894,0.895,0.29,0.875,0.882,0.885,0.922,0.967,1.012,1.058,1.095,1.129,1.166,0.525,0.6
260,11:26:54,158.516,0.125,0.006875,,18400.0,375.0,750.0,115000.0,1.0,3.178,0.142,-0.026,0.00047,0.113,0.01,204000.0,1.0,1.0,-4.856,0.551,0.999,0.956,0.317,1.894,0.895,0.29,0.875,0.882,0.886,0.923,0.965,1.012,1.057,1.095,1.129,1.167,0.475,0.5125
261,11:29:38,158.538,0.125,0.00625,,18400.0,378.0,755.0,116000.0,1.0,3.176,0.14,-0.026,0.000496,0.114,0.01,204000.0,1.0,1.0,-4.857,0.551,0.999,0.956,0.316,1.893,0.895,0.29,0.876,0.882,0.886,0.924,0.964,1.013,1.055,1.094,1.129,1.166,0.45,0.5
262,11:32:16,158.536,0.25,0.010625,,18500.0,362.0,725.0,117000.0,1.0,3.18,0.154,-0.026,0.000466,0.113,0.01,204000.0,1.0,1.0,-4.859,0.549,0.997,0.955,0.316,1.886,0.895,0.29,0.875,0.881,0.885,0.92,0.962,1.01,1.053,1.092,1.126,1.163,0.4,0.4875
263,11:34:51,158.524,0.5,0.02,,18600.0,330.0,660.0,117000.0,1.0,3.171,0.143,-0.026,0.000549,0.114,0.01,204000.0,1.0,1.0,-4.859,0.55,0.997,0.954,0.316,1.889,0.895,0.29,0.876,0.881,0.884,0.92,0.963,1.011,1.053,1.091,1.126,1.161,0.35,0.4625
264,11:37:37,158.553,0.375,0.015000001,,18600.0,348.0,695.0,118000.0,1.0,3.176,0.148,-0.026,0.000491,0.114,0.01,204000.0,1.0,1.0,-4.857,0.551,0.999,0.956,0.317,1.893,0.895,0.29,0.877,0.882,0.885,0.923,0.966,1.013,1.056,1.094,1.129,1.163,0.275,0.4
265,11:40:06,158.517,0.625,0.026875,,18700.0,305.0,610.0,119000.0,1.0,3.168,0.142,-0.027,0.000537,0.115,0.01,204000.0,1.0,1.0,-4.857,0.55,0.999,0.956,0.318,1.891,0.895,0.29,0.876,0.882,0.886,0.921,0.965,1.011,1.056,1.096,1.13,1.166,0.375,0.425
266,11:42:34,158.475,0.75,0.03,,18700.0,295.0,590.0,119000.0,1.0,3.163,0.158,-0.027,0.000542,0.116,0.01,204000.0,1.0,1.0,-4.858,0.548,0.998,0.956,0.318,1.888,0.895,0.29,0.877,0.884,0.886,0.923,0.965,1.011,1.054,1.093,1.127,1.163,0.5,0.475
267,11:45:04,158.446,0.5,0.02375,,18800.0,315.0,630.0,120000.0,1.0,3.178,0.127,-0.027,0.000478,0.115,0.01,204000.0,1.0,1.0,-4.855,0.551,1.0,0.957,0.318,1.893,0.895,0.289,0.877,0.883,0.887,0.926,0.966,1.014,1.058,1.096,1.13,1.167,0.55,0.475
268,11:47:26,158.383,0.75,0.035,,18900.0,275.0,550.0,121000.0,1.0,3.168,0.147,-0.027,0.00056,0.117,0.01,204000.0,1.0,1.0,-4.858,0.551,0.998,0.955,0.317,1.89,0.895,0.29,0.877,0.881,0.887,0.921,0.965,1.011,1.054,1.093,1.127,1.162,0.6,0.475
269,11:49:57,158.356,0.625,0.0275,,18900.0,302.0,605.0,121000.0,1.0,3.155,0.15,-0.028,0.000552,0.118,0.01,204000.0,1.0,1.0,-4.858,0.549,0.998,0.956,0.317,1.887,0.895,0.29,0.876,0.883,0.886,0.923,0.963,1.011,1.054,1.094,1.127,1.163,0.65,0.4625
270,11:52:31,158.338,0.5,0.0225,,19000.0,320.0,640.0,122000.0,1.0,3.159,0.147,-0.028,0.000541,0.119,0.01,204000.0,1.0,1.0,-4.857,0.549,0.999,0.957,0.318,1.89,0.895,0.289,0.877,0.883,0.887,0.924,0.966,1.013,1.055,1.095,1.127,1.163,0.625,0.5
271,11:55:18,158.372,0.625,0.0225,,19000.0,323.0,645.0,122000.0,1.0,3.148,0.146,-0.029,0.000592,0.12,0.01,204000.0,1.0,1.0,-4.856,0.55,0.999,0.957,0.319,1.89,0.895,0.29,0.877,0.883,0.887,0.923,0.966,1.013,1.056,1.095,1.129,1.165,0.6,0.55
272,11:57:49,158.344,0.5,0.02375,,19100.0,315.0,630.0,123000.0,1.0,3.141,0.147,-0.029,0.00062,0.121,0.01,204000.0,1.0,1.0,-4.858,0.549,0.998,0.956,0.317,1.886,0.895,0.29,0.878,0.883,0.885,0.921,0.965,1.011,1.054,1.094,1.126,1.163,0.6,0.575
273,12:00:24,158.332,0.25,0.0125,,19200.0,355.0,710.0,124000.0,1.0,3.146,0.144,-0.03,0.000626,0.122,0.01,204000.0,1.0,1.0,-4.858,0.549,0.998,0.956,0.317,1.885,0.895,0.29,0.877,0.883,0.885,0.922,0.965,1.012,1.055,1.092,1.127,1.164,0.5,0.55
274,12:03:02,158.331,0.5,0.02125,,19200.0,325.0,650.0,124000.0,1.0,3.152,0.146,-0.03,0.000599,0.122,0.01,204000.0,1.0,1.0,-4.857,0.551,0.998,0.956,0.316,1.892,0.895,0.29,0.877,0.883,0.886,0.922,0.964,1.011,1.054,1.093,1.128,1.164,0.475,0.5625
275,12:11:02,159.501,0.75,0.031875,0.5,19300.0,287.0,575.0,125000.0,1.0,3.129,0.135,-0.031,0.000613,0.126,0.01,204000.0,1.0,1.0,-4.857,0.548,0.999,0.957,0.32,1.888,0.895,0.289,0.878,0.884,0.887,0.924,0.965,1.012,1.056,1.094,1.127,1.165,0.525,0.575
276,12:13:39,159.489,0.375,0.01875,,19300.0,333.0,665.0,126000.0,1.0,3.146,0.153,-0.03,0.000608,0.124,0.01,204000.0,1.0,1.0,-4.855,0.551,1.0,0.958,0.319,1.893,0.895,0.289,0.878,0.885,0.886,0.924,0.967,1.014,1.058,1.095,1.13,1.166,0.475,0.5375
277,12:15:55,159.408,0.875,0.03875,,19400.0,262.0,525.0,126000.0,1.0,3.129,0.141,-0.032,0.000695,0.127,0.01,204000.0,1.0,1.0,-4.855,0.55,1.001,0.959,0.319,1.891,0.896,0.289,0.879,0.886,0.888,0.923,0.967,1.014,1.058,1.095,1.13,1.167,0.55,0.575
278,12:18:29,159.388,0.625,0.020625,,19500.0,330.0,660.0,127000.0,1.0,3.145,0.152,-0.032,0.000657,0.127,0.01,204000.0,1.0,1.0,-4.858,0.549,0.998,0.956,0.317,1.886,0.895,0.29,0.879,0.883,0.887,0.922,0.965,1.012,1.054,1.091,1.126,1.162,0.625,0.5625
279,12:20:59,159.353,0.875,0.030000001,,19500.0,298.0,595.0,127000.0,1.0,3.135,0.146,-0.033,0.000715,0.129,0.01,204000.0,1.0,1.0,-4.857,0.549,0.999,0.957,0.319,1.887,0.895,0.289,0.879,0.885,0.887,0.922,0.966,1.012,1.056,1.093,1.127,1.162,0.7,0.5875
280,12:23:26,159.309,0.625,0.03125,,19600.0,287.0,575.0,128000.0,1.0,3.13,0.14,-0.034,0.000707,0.132,0.01,204000.0,1.0,1.0,-4.858,0.549,0.998,0.956,0.318,1.887,0.895,0.29,0.878,0.884,0.887,0.922,0.964,1.01,1.055,1.093,1.127,1.162,0.675,0.6
281,12:26:12,159.331,0.375,0.015625,,19700.0,345.0,690.0,129000.0,1.0,3.118,0.164,-0.035,0.000775,0.135,0.01,204000.0,1.0,1.0,-4.856,0.549,0.999,0.957,0.319,1.888,0.895,0.289,0.879,0.885,0.887,0.922,0.965,1.012,1.057,1.094,1.128,1.165,0.675,0.575
282,12:28:37,159.284,0.875,0.034375,,19700.0,280.0,560.0,129000.0,1.0,3.095,0.158,-0.036,0.000768,0.139,0.01,204000.0,1.0,1.0,-4.858,0.548,0.998,0.956,0.318,1.884,0.895,0.29,0.88,0.885,0.885,0.923,0.964,1.011,1.055,1.092,1.124,1.162,0.675,0.6125
283,12:31:10,159.261,0.625,0.025,,19800.0,313.0,625.0,130000.0,1.0,3.089,0.147,-0.038,0.00088,0.142,0.01,204000.0,1.0,1.0,-4.856,0.547,0.999,0.957,0.321,1.885,0.896,0.289,0.882,0.885,0.887,0.924,0.966,1.013,1.055,1.093,1.126,1.163,0.675,0.65
284,12:33:32,159.199,0.75,0.0375,,19800.0,265.0,530.0,130000.0,1.0,3.068,0.152,-0.039,0.000888,0.147,0.011,204000.0,1.0,1.0,-4.856,0.549,1.0,0.958,0.318,1.886,0.895,0.289,0.879,0.884,0.886,0.923,0.967,1.014,1.057,1.095,1.128,1.164,0.65,0.675
285,12:36:00,159.158,0.625,0.030625,,19900.0,290.0,580.0,131000.0,1.0,3.063,0.148,-0.042,0.001,0.153,0.011,204000.0,1.0,1.0,-4.856,0.551,1.0,0.956,0.318,1.891,0.895,0.29,0.879,0.886,0.888,0.924,0.965,1.012,1.056,1.093,1.128,1.165,0.65,0.6625
286,12:38:19,159.088,0.875,0.0375,,19900.0,267.0,535.0,132000.0,1.0,3.044,0.15,-0.045,0.001,0.161,0.011,204000.0,1.0,1.0,-4.857,0.549,0.999,0.957,0.318,1.888,0.895,0.29,0.878,0.883,0.887,0.923,0.964,1.013,1.056,1.093,1.127,1.164,0.75,0.7125
287,12:40:48,159.054,0.75,0.033749998,,20000.0,280.0,560.0,132000.0,1.0,3.021,0.151,-0.049,0.0011,0.17,0.011,204000.0,1.0,1.0,-4.858,0.547,0.998,0.957,0.319,1.882,0.896,0.289,0.878,0.884,0.886,0.922,0.965,1.013,1.056,1.093,1.126,1.162,0.725,0.7
288,12:43:12,159.0,1.0,0.039375003,,20000.0,263.0,525.0,133000.0,1.0,3.028,0.177,-0.053,0.0012,0.18,0.011,204000.0,1.0,1.0,-4.857,0.548,0.999,0.956,0.319,1.888,0.896,0.289,0.88,0.884,0.888,0.923,0.964,1.012,1.056,1.094,1.127,1.163,0.8,0.7375
289,12:45:35,158.946,0.875,0.03875,,20100.0,262.0,525.0,133000.0,1.0,3.002,0.172,-0.058,0.0013,0.193,0.012,204000.0,1.0,1.0,-4.857,0.548,0.999,0.956,0.32,1.884,0.895,0.289,0.882,0.886,0.889,0.922,0.966,1.012,1.055,1.092,1.125,1.161,0.825,0.7375
290,12:47:52,158.872,0.75,0.036875,,20100.0,268.0,535.0,134000.0,1.0,2.981,0.163,-0.065,0.0014,0.209,0.012,204000.0,1.0,1.0,-4.856,0.548,1.0,0.958,0.32,1.887,0.896,0.289,0.88,0.886,0.889,0.924,0.965,1.014,1.057,1.093,1.128,1.165,0.85,0.75
291,12:50:15,158.817,0.875,0.035625,,20200.0,275.0,550.0,134000.0,1.0,2.959,0.158,-0.072,0.0014,0.227,0.012,204000.0,1.0,1.0,-4.859,0.546,0.997,0.955,0.319,1.882,0.895,0.289,0.879,0.883,0.886,0.921,0.963,1.01,1.053,1.091,1.124,1.161,0.85,0.8
292,12:52:51,158.808,0.75,0.0325,,20200.0,285.0,570.0,135000.0,1.0,2.944,0.154,-0.078,0.0015,0.242,0.012,204000.0,1.0,1.0,-4.858,0.547,0.999,0.957,0.319,1.881,0.896,0.289,0.881,0.887,0.887,0.923,0.965,1.011,1.054,1.092,1.125,1.16,0.85,0.7875
293,12:55:24,158.788,0.875,0.033749998,,20300.0,282.0,565.0,135000.0,1.0,2.918,0.158,-0.082,0.0015,0.25,0.012,204000.0,1.0,1.0,-4.858,0.547,0.998,0.956,0.319,1.882,0.896,0.289,0.881,0.887,0.889,0.921,0.963,1.011,1.053,1.09,1.123,1.161,0.825,0.8125
294,12:57:51,158.746,0.75,0.031249998,,20300.0,290.0,580.0,136000.0,1.0,2.902,0.146,-0.084,0.0015,0.253,0.012,204000.0,1.0,1.0,-4.857,0.547,0.999,0.957,0.32,1.883,0.896,0.289,0.883,0.887,0.888,0.923,0.966,1.011,1.056,1.091,1.125,1.161,0.8,0.8125
295,13:00:43,158.791,0.5,0.0225,,20400.0,320.0,640.0,137000.0,1.0,2.916,0.152,-0.082,0.0015,0.249,0.012,204000.0,1.0,1.0,-4.857,0.547,0.999,0.956,0.319,1.883,0.896,0.289,0.881,0.886,0.887,0.922,0.965,1.012,1.054,1.092,1.125,1.162,0.75,0.8
296,13:03:00,158.717,1.0,0.039999995,,20400.0,260.0,520.0,137000.0,1.0,2.907,0.166,-0.081,0.0015,0.246,0.012,204000.0,1.0,1.0,-4.861,0.544,0.996,0.954,0.318,1.876,0.895,0.289,0.88,0.885,0.887,0.922,0.962,1.008,1.053,1.087,1.12,1.157,0.775,0.8125
297,13:05:17,158.646,1.0,0.04625,,20500.0,235.0,470.0,138000.0,1.0,2.891,0.152,-0.08,0.0014,0.243,0.012,204000.0,1.0,1.0,-4.857,0.547,0.999,0.957,0.32,1.884,0.896,0.289,0.881,0.886,0.888,0.925,0.965,1.011,1.055,1.091,1.126,1.162,0.825,0.8375
298,13:07:45,158.608,0.75,0.035,,20500.0,275.0,550.0,138000.0,1.0,2.882,0.148,-0.08,0.0014,0.243,0.012,204000.0,1.0,1.0,-4.858,0.547,0.998,0.956,0.32,1.885,0.896,0.289,0.88,0.886,0.887,0.923,0.965,1.01,1.053,1.091,1.124,1.162,0.8,0.8125
299,13:10:08,158.556,0.875,0.04125,,20600.0,253.0,505.0,139000.0,1.0,2.885,0.152,-0.078,0.0014,0.239,0.012,204000.0,1.0,1.0,-4.861,0.546,0.996,0.955,0.319,1.879,0.895,0.29,0.881,0.886,0.888,0.922,0.962,1.007,1.05,1.088,1.119,1.157,0.825,0.8125
300,13:17:49,159.565,1.0,0.04375,0.9,20600.0,245.0,490.0,139000.0,1.0,2.889,0.156,-0.078,0.0014,0.238,0.012,204000.0,1.0,1.0,-4.859,0.547,0.997,0.955,0.319,1.882,0.896,0.289,0.882,0.885,0.887,0.922,0.964,1.009,1.054,1.089,1.123,1.158,0.925,0.8375
301,13:20:21,159.539,0.625,0.025624998,,20700.0,310.0,620.0,140000.0,1.0,2.876,0.144,-0.078,0.0014,0.238,0.012,204000.0,1.0,1.0,-4.859,0.546,0.997,0.956,0.319,1.877,0.896,0.289,0.881,0.885,0.887,0.923,0.963,1.009,1.053,1.088,1.121,1.158,0.85,0.8125
302,13:22:39,159.469,0.875,0.038125,,20700.0,265.0,530.0,140000.0,1.0,2.894,0.159,-0.076,0.0013,0.235,0.012,204000.0,1.0,1.0,-4.858,0.546,0.998,0.956,0.319,1.88,0.896,0.289,0.883,0.886,0.888,0.922,0.964,1.01,1.053,1.089,1.122,1.159,0.825,0.825
303,13:25:05,159.424,0.875,0.034375,,20800.0,280.0,560.0,141000.0,1.0,2.899,0.157,-0.075,0.0012,0.232,0.012,204000.0,1.0,1.0,-4.859,0.546,0.997,0.955,0.319,1.88,0.896,0.289,0.882,0.886,0.887,0.921,0.964,1.008,1.051,1.089,1.121,1.158,0.85,0.825
304,13:27:25,159.36,0.875,0.039375003,,20800.0,260.0,520.0,141000.0,1.0,2.89,0.15,-0.074,0.0013,0.23,0.012,204000.0,1.0,1.0,-4.862,0.545,0.995,0.954,0.317,1.876,0.895,0.29,0.88,0.885,0.887,0.92,0.96,1.006,1.051,1.088,1.122,1.157,0.85,0.8375
305,13:29:39,159.278,1.0,0.043125,,20900.0,247.0,495.0,142000.0,1.0,2.89,0.153,-0.074,0.0012,0.229,0.012,204000.0,1.0,1.0,-4.858,0.545,0.998,0.957,0.32,1.881,0.896,0.289,0.881,0.886,0.889,0.921,0.964,1.009,1.053,1.09,1.125,1.16,0.85,0.8875
306,13:32:02,159.224,0.75,0.034374997,,20900.0,278.0,555.0,142000.0,1.0,2.874,0.162,-0.073,0.0012,0.228,0.012,204000.0,1.0,1.0,-4.861,0.546,0.996,0.954,0.318,1.88,0.895,0.289,0.883,0.886,0.886,0.92,0.961,1.008,1.051,1.087,1.121,1.155,0.875,0.8625
307,13:34:17,159.145,0.875,0.039375,,21000.0,260.0,520.0,143000.0,1.0,2.872,0.156,-0.073,0.0012,0.227,0.012,204000.0,1.0,1.0,-4.86,0.545,0.997,0.956,0.319,1.878,0.896,0.289,0.882,0.886,0.889,0.92,0.964,1.007,1.051,1.088,1.123,1.157,0.875,0.85
308,13:36:54,159.138,0.625,0.0275,,21000.0,302.0,605.0,143000.0,1.0,2.882,0.147,-0.073,0.0012,0.227,0.012,204000.0,1.0,1.0,-4.86,0.546,0.996,0.954,0.318,1.878,0.895,0.289,0.882,0.887,0.886,0.922,0.962,1.009,1.051,1.088,1.121,1.157,0.825,0.8375
309,13:39:07,159.054,1.0,0.044375,,21100.0,243.0,485.0,144000.0,1.0,2.878,0.148,-0.073,0.0012,0.228,0.012,204000.0,1.0,1.0,-4.861,0.544,0.996,0.955,0.319,1.874,0.896,0.289,0.881,0.886,0.887,0.921,0.962,1.007,1.05,1.087,1.121,1.156,0.85,0.85
310,13:41:23,158.98,0.875,0.04,,21100.0,257.0,515.0,145000.0,1.0,2.862,0.155,-0.074,0.0012,0.23,0.012,204000.0,1.0,1.0,-4.859,0.546,0.997,0.955,0.318,1.879,0.896,0.289,0.882,0.887,0.888,0.922,0.964,1.009,1.051,1.088,1.122,1.158,0.825,0.8375
311,13:43:42,158.916,0.875,0.04125,,21200.0,253.0,505.0,145000.0,1.0,2.856,0.154,-0.075,0.0012,0.232,0.012,204000.0,1.0,1.0,-4.86,0.545,0.996,0.955,0.319,1.876,0.896,0.289,0.881,0.885,0.886,0.921,0.963,1.008,1.052,1.088,1.122,1.158,0.85,0.8625
312,13:45:53,158.826,1.0,0.044999998,,21200.0,240.0,480.0,146000.0,1.0,2.84,0.158,-0.076,0.0012,0.234,0.012,204000.0,1.0,1.0,-4.861,0.544,0.996,0.954,0.319,1.877,0.896,0.289,0.882,0.886,0.887,0.921,0.963,1.008,1.052,1.086,1.12,1.157,0.875,0.875
313,13:48:09,158.753,1.0,0.041874997,,21300.0,252.0,505.0,146000.0,1.0,2.835,0.16,-0.077,0.0012,0.236,0.012,204000.0,1.0,1.0,-4.861,0.545,0.996,0.954,0.319,1.878,0.896,0.289,0.882,0.886,0.886,0.921,0.962,1.007,1.051,1.087,1.121,1.157,0.95,0.8875
314,13:50:27,158.685,0.875,0.035624996,,21300.0,275.0,550.0,147000.0,1.0,2.834,0.152,-0.078,0.0012,0.239,0.012,204000.0,1.0,1.0,-4.862,0.544,0.995,0.954,0.318,1.874,0.895,0.29,0.882,0.885,0.885,0.921,0.961,1.006,1.05,1.085,1.12,1.156,0.925,0.8875
315,13:52:45,158.622,0.875,0.039375,,21400.0,260.0,520.0,147000.0,1.0,2.826,0.144,-0.078,0.0012,0.24,0.012,204000.0,1.0,1.0,-4.862,0.544,0.995,0.953,0.319,1.874,0.896,0.289,0.882,0.887,0.886,0.92,0.961,1.007,1.049,1.085,1.119,1.155,0.925,0.875
316,13:55:05,158.561,0.875,0.038125,,21500.0,265.0,530.0,148000.0,1.0,2.83,0.153,-0.079,0.0012,0.242,0.012,204000.0,1.0,1.0,-4.861,0.544,0.996,0.954,0.318,1.873,0.896,0.289,0.882,0.886,0.887,0.92,0.961,1.006,1.05,1.086,1.12,1.156,0.925,0.8875
317,13:57:19,158.486,0.875,0.040625002,,21500.0,255.0,510.0,148000.0,1.0,2.811,0.156,-0.08,0.0012,0.244,0.012,204000.0,1.0,1.0,-4.86,0.544,0.997,0.955,0.319,1.875,0.896,0.289,0.884,0.889,0.888,0.922,0.962,1.008,1.051,1.087,1.121,1.156,0.9,0.8875
318,13:59:30,158.397,1.0,0.044374995,,21600.0,243.0,485.0,149000.0,1.0,2.812,0.154,-0.08,0.0012,0.244,0.012,204000.0,1.0,1.0,-4.864,0.542,0.994,0.953,0.317,1.869,0.895,0.29,0.882,0.885,0.886,0.918,0.961,1.005,1.048,1.085,1.117,1.153,0.9,0.925
319,14:01:52,158.346,1.0,0.039375,,21600.0,262.0,525.0,149000.0,1.0,2.802,0.143,-0.081,0.0011,0.244,0.012,204000.0,1.0,1.0,-4.862,0.544,0.996,0.954,0.317,1.874,0.895,0.29,0.881,0.885,0.886,0.922,0.961,1.007,1.049,1.086,1.121,1.158,0.925,0.925
320,14:04:23,158.325,0.75,0.030624999,,21700.0,293.0,585.0,150000.0,1.0,2.796,0.15,-0.082,0.0012,0.248,0.012,204000.0,1.0,1.0,-4.862,0.542,0.995,0.954,0.319,1.87,0.896,0.289,0.881,0.888,0.887,0.92,0.962,1.007,1.049,1.084,1.119,1.155,0.9,0.9125
321,14:06:48,158.281,0.75,0.033125002,,21700.0,282.0,565.0,150000.0,1.0,2.804,0.152,-0.081,0.0012,0.246,0.012,204000.0,1.0,1.0,-4.862,0.543,0.995,0.954,0.319,1.872,0.896,0.289,0.882,0.886,0.885,0.92,0.962,1.007,1.05,1.086,1.118,1.155,0.875,0.9
322,14:08:58,158.194,1.0,0.046875,,21800.0,233.0,465.0,151000.0,1.0,2.785,0.152,-0.082,0.0011,0.248,0.012,204000.0,1.0,1.0,-4.865,0.541,0.993,0.952,0.318,1.866,0.896,0.29,0.883,0.886,0.886,0.918,0.958,1.004,1.046,1.082,1.116,1.153,0.9,0.9
323,14:11:25,158.161,0.875,0.03875,,21800.0,262.0,525.0,151000.0,1.0,2.785,0.149,-0.082,0.0012,0.248,0.012,204000.0,1.0,1.0,-4.861,0.542,0.997,0.956,0.319,1.871,0.896,0.289,0.885,0.888,0.887,0.921,0.963,1.008,1.051,1.088,1.12,1.157,0.875,0.8875
324,14:13:47,158.11,0.875,0.03875,,21900.0,263.0,525.0,152000.0,1.0,2.772,0.152,-0.083,0.0012,0.25,0.012,204000.0,1.0,1.0,-4.862,0.543,0.996,0.955,0.318,1.871,0.896,0.29,0.884,0.887,0.888,0.921,0.963,1.005,1.05,1.086,1.12,1.155,0.85,0.8875
325,14:21:47,159.101,0.875,0.040625002,0.8,21900.0,255.0,510.0,152000.0,1.0,2.772,0.156,-0.083,0.0011,0.25,0.012,204000.0,1.0,1.0,-4.861,0.543,0.996,0.955,0.319,1.871,0.896,0.289,0.883,0.887,0.888,0.921,0.963,1.007,1.049,1.086,1.119,1.154,0.875,0.8875
326,14:23:59,159.016,1.0,0.045625,,22000.0,237.0,475.0,153000.0,1.0,2.781,0.139,-0.084,0.0011,0.251,0.012,204000.0,1.0,1.0,-4.863,0.542,0.995,0.954,0.318,1.87,0.896,0.289,0.883,0.887,0.887,0.921,0.962,1.005,1.049,1.083,1.118,1.154,0.925,0.9
327,14:26:23,158.97,0.875,0.0375,,22000.0,268.0,535.0,153000.0,1.0,2.775,0.153,-0.084,0.0011,0.253,0.012,204000.0,1.0,1.0,-4.863,0.542,0.995,0.954,0.318,1.869,0.896,0.289,0.884,0.888,0.886,0.92,0.961,1.005,1.048,1.083,1.118,1.153,0.9,0.9
328,14:28:35,158.89,1.0,0.044374995,,22000.0,242.0,485.0,154000.0,1.0,2.771,0.154,-0.085,0.0011,0.255,0.012,204000.0,1.0,1.0,-4.864,0.54,0.994,0.953,0.319,1.865,0.896,0.29,0.884,0.886,0.886,0.919,0.96,1.004,1.047,1.083,1.117,1.153,0.925,0.9
329,14:30:55,158.83,1.0,0.041249998,,22100.0,255.0,510.0,154000.0,1.0,2.754,0.151,-0.086,0.0011,0.258,0.012,204000.0,1.0,1.0,-4.863,0.542,0.994,0.953,0.319,1.867,0.896,0.289,0.883,0.887,0.887,0.919,0.961,1.005,1.048,1.083,1.117,1.152,0.95,0.9
330,14:33:06,158.747,1.0,0.043750003,,22100.0,245.0,490.0,155000.0,1.0,2.759,0.159,-0.087,0.0011,0.26,0.012,204000.0,1.0,1.0,-4.863,0.543,0.994,0.953,0.319,1.869,0.896,0.289,0.881,0.886,0.887,0.921,0.962,1.006,1.048,1.083,1.119,1.152,0.975,0.925
331,14:35:22,158.679,0.875,0.040625,,22200.0,255.0,510.0,155000.0,1.0,2.762,0.152,-0.088,0.0012,0.263,0.012,204000.0,1.0,1.0,-4.862,0.542,0.995,0.954,0.318,1.871,0.895,0.29,0.883,0.886,0.887,0.919,0.96,1.006,1.05,1.084,1.118,1.156,0.95,0.9375
332,14:37:50,158.647,0.625,0.028125,,22300.0,300.0,600.0,156000.0,1.0,2.733,0.142,-0.09,0.0012,0.267,0.012,204000.0,1.0,1.0,-4.864,0.541,0.994,0.952,0.318,1.865,0.896,0.289,0.883,0.885,0.888,0.919,0.96,1.004,1.047,1.083,1.116,1.151,0.9,0.9
333,14:40:27,158.641,0.75,0.031875,,22300.0,288.0,575.0,156000.0,1.0,2.73,0.146,-0.091,0.0011,0.268,0.012,204000.0,1.0,1.0,-4.863,0.54,0.995,0.954,0.32,1.865,0.896,0.289,0.883,0.887,0.888,0.92,0.962,1.005,1.049,1.084,1.118,1.154,0.85,0.8875
334,14:42:40,158.564,1.0,0.044999998,,22300.0,240.0,480.0,157000.0,1.0,2.732,0.144,-0.091,0.0011,0.269,0.012,204000.0,1.0,1.0,-4.864,0.539,0.994,0.953,0.321,1.864,0.896,0.289,0.883,0.887,0.886,0.919,0.96,1.004,1.047,1.083,1.116,1.153,0.85,0.9
335,14:44:57,158.501,0.875,0.0375,,22400.0,267.0,535.0,158000.0,1.0,2.724,0.147,-0.091,0.0011,0.269,0.012,204000.0,1.0,1.0,-4.865,0.54,0.993,0.952,0.319,1.863,0.896,0.289,0.884,0.887,0.885,0.919,0.959,1.003,1.045,1.082,1.115,1.152,0.825,0.9
336,14:47:11,158.428,1.0,0.044375002,,22400.0,243.0,485.0,158000.0,1.0,2.737,0.137,-0.092,0.0011,0.271,0.012,204000.0,1.0,1.0,-4.864,0.54,0.994,0.953,0.318,1.866,0.896,0.289,0.884,0.888,0.886,0.919,0.96,1.004,1.047,1.082,1.116,1.151,0.85,0.9
337,14:49:35,158.384,0.75,0.029375,,22500.0,297.0,595.0,159000.0,1.0,2.721,0.137,-0.092,0.0011,0.272,0.012,204000.0,1.0,1.0,-4.866,0.539,0.992,0.952,0.319,1.862,0.896,0.289,0.883,0.886,0.886,0.917,0.958,1.003,1.045,1.081,1.115,1.15,0.875,0.8875
338,14:51:52,158.322,0.875,0.0375,,22600.0,268.0,535.0,159000.0,1.0,2.722,0.15,-0.092,0.0011,0.272,0.012,204000.0,1.0,1.0,-4.865,0.539,0.994,0.953,0.32,1.862,0.896,0.289,0.885,0.887,0.888,0.918,0.96,1.004,1.046,1.082,1.115,1.151,0.9,0.875
